Function,Class
16359510,1
316110839,0
816145904,0
627048705,1
4241425253,0
2135970800,1
811965082,0
250887908,1
84909206,0
354926399,0
3795836160,0
4277015025,0
2566974554,1
2213226495,1
1832738365,1
2363018463,1
60428182,0
2400126799,1
4082314011,1
1919124115,0
4217096443,1
84581523,0
379187445,1
4170176631,1
1810097894,1
2874138623,1
4212347155,1
4214426369,1
4039363066,0
2569245478,1
3665799695,1
251981764,1
4176427895,1
3138064110,0
4093771008,1
2768256153,0
2555755379,1
301981497,1
393564533,1
3949961376,1
2145237728,1
100334134,0
2267903789,0
452606523,1
2862129297,0
979321941,1
3761299690,1
2880321454,1
1323596799,1
2146990728,1
4292040002,1
3080013669,0
672891569,0
1548774946,0
17941010,1
4013656264,1
4241439879,1
2726474376,1
1987445290,1
1004273619,1
1848516447,1
4140168762,0
1729651739,1
2445808584,1
15639823,1
4407300,1
1866769056,0
3015238380,0
1010499635,1
2010489568,0
2969435184,1
1140043727,1
1195704917,1
1878002176,1
992906190,0
3959384380,1
1595591423,1
206474250,1
1725768211,1
3234631856,1
1786477417,1
1275355101,1
3347120120,1
909387527,1
2300746034,1
3220057856,1
3429685561,1
3508650032,0
4288232538,0
4236837636,1
3204431803,1
1595834368,1
3209769941,1
3833055231,1
11484307,0
4244655599,1
2925379797,0
3955439411,1
267081194,1
2961125455,1
2893540352,0
1348272062,1
3338009289,0
1432353791,1
299499318,1
300696772,1
4278396735,1
1516038656,1
1148527351,0
1666237379,0
87303446,1
2866291285,1
1427189037,1
3199284793,0
2049896640,1
718070506,1
1159022391,0
2718075904,1
3748257592,1
3283417850,1
3723720571,1
313785075,1
809877696,1
1383770280,1
4197822304,0
2012998361,1
1767453443,0
1605566476,1
1160926668,1
2556061615,1
3133289459,1
4210411569,0
3715577127,1
3019963130,1
1225348352,1
3221340224,1
2297415823,1
2800970346,0
4233537795,0
2947284431,1
252671947,1
3721366283,1
3723492854,1
3355767615,1
2696115024,0
1073803569,1
4278167893,1
1998806789,1
3456141956,1
263170755,1
2368689447,1
4006539468,1
1398472974,1
1077432575,1
4293438464,1
13009603,1
2949509632,1
4288217957,0
868841357,0
4277978180,1
4033425577,0
1607839712,0
1975189242,0
4143971669,1
8257649,1
1352991228,1
4211015479,0
1095485891,0
3334867513,0
4066848975,1
2428928214,1
2858221813,1
3223216270,1
2767541461,1
1459407974,0
2919518456,1
494909576,1
1998751698,0
3196947853,0
4009751082,1
2690586463,1
1714682883,0
12266681,1
2129657303,1
2264892671,1
3140701132,0
3288315016,0
1720430341,1
2400694016,1
4091764555,1
1442818690,1
1594514705,1
1162172837,1
4210717238,1
727381493,1
2227970099,1
3452913663,1
4110223874,1
1139516687,1
3795825587,1
202986517,1
2624328932,0
4022873928,1
2272232032,1
3385256932,0
2137815027,1
4144443823,1
2027059421,0
2862000786,0
4194633014,0
1511587737,0
99923188,1
957216269,1
1528780828,1
4292872725,1
838551803,1
4137878864,0
790761759,0
3755845773,1
1159219480,1
1378396712,1
1266159906,0
1621753865,1
4111138107,0
809977671,1
1346637904,1
2768242856,1
2644051976,1
859011191,0
51344504,0
1917909721,1
1879041786,1
1481710869,1
3149869246,1
272992732,1
100955123,1
2679070831,1
1429665269,1
2276751291,0
4290465799,1
1035812543,1
1143798715,1
2472945704,1
1241516565,1
1597237155,1
1437553151,1
1524502335,0
3503337475,1
4006509949,1
3511092016,1
761864806,0
1774414528,0
1152689573,0
3951788939,1
3275870021,0
4200401149,0
1013988474,1
4076906580,0
2990211835,1
4262784853,1
1325358879,1
2518574830,0
868452472,0
3343345455,1
3285909594,0
4264490453,1
1565359875,1
2939577142,0
985386632,1
1282323387,1
4210374966,0
1997492288,1
4005490365,1
1342560713,1
2147413710,1
3974896867,0
146409719,1
865042175,1
854931157,1
1002059834,1
1442316176,1
1464131581,1
515390000,1
1711316118,1
3142337721,1
1429842442,0
2627494736,0
3473067793,1
2750891895,0
4112364307,1
3787713481,0
1578695338,1
3723380202,1
2627100501,0
333230883,1
287240447,0
3499097868,1
919368328,0
262536278,0
2669379515,1
4289606417,1
1380975395,1
3467870850,0
2949579707,1
3145666815,1
2398130056,1
1875565183,1
400010239,0
1066464092,0
4282404458,1
4092825883,1
2866327214,1
3198698751,1
2930385576,1
3568810687,1
1606856502,0
4208748032,1
1350065400,1
2628764656,0
2053057237,1
969675260,1
2343173983,1
2312926940,0
4091674551,1
1268973721,1
4287024278,1
4292703026,1
4207016907,1
3937151532,1
4294835324,1
134748175,1
2607065311,1
895820836,1
2644352354,0
4031639781,1
1426126898,1
3639631357,1
228973829,1
10878041,0
3014283246,1
3410750273,1
3495755125,1
3037052837,1
4160441425,1
3149155252,0
3945208791,0
2474795890,0
242740736,0
735016911,1
2205962063,0
3085971696,1
1812923663,1
2284715866,0
3192799553,0
3254449663,1
1682881467,1
2005366919,0
3377527376,0
573706713,1
12455600,0
323427660,0
2162606314,1
4135553245,1
3019068842,1
171547033,0
2294270192,1
101109303,0
1576873381,1
4094491132,1
3141209292,0
2136857343,1
3581389435,1
503125439,1
10839747,0
2668994304,0
3165491151,1
716937403,1
2936573056,1
3537882319,1
1312116026,1
53476572,1
259992693,1
2733551496,1
3424816451,1
4041063935,1
3234856917,1
3139148089,0
2247677397,1
212840333,1
807521501,0
4011790367,0
4025415671,1
11504716,1
539003885,1
4048670113,1
976252484,0
2967519212,1
1566423052,1
2166423586,1
2998652735,0
4026537462,1
3012034679,1
4241467749,0
871590313,0
3334980482,1
218955949,1
77917943,1
892467131,1
3108433132,0
4293621719,1
4164222195,1
4239522908,1
287460216,0
893386688,1
248434318,1
4080490263,1
268561153,1
1941995392,1
4166023007,1
4201314974,1
3422883920,1
718661333,0
252648641,1
3587165131,1
4286455568,1
207172454,0
2293058665,1
1037907229,1
1151485180,1
1061113935,1
1470164063,1
584192494,0
319009184,1
2749360847,1
3370971304,1
4253580719,1
600825920,1
1073699903,1
1042940159,1
4034262263,1
3479541055,0
2627508135,1
2482439167,1
754952736,0
2868549013,1
2920217499,1
4020437162,1
894816529,1
212206588,0
721954568,1
4280954762,1
1436131436,0
815442345,0
4278860558,1
4120492817,1
3286749071,1
3237053531,1
866943112,1
2522190416,0
965937571,0
2007463783,1
11493216,1
1829703936,1
762782344,0
1358264314,1
3405317881,0
1204302779,1
1187775424,1
4143906574,1
3237777391,1
822064437,1
89995023,1
3746357207,1
796854798,1
284968859,1
976411391,1
811933732,1
4294902202,1
85258465,1
2911760126,1
201260893,1
3368582384,1
667221957,1
3125084927,1
1156845855,0
2143228032,1
2867873520,1
3142955425,1
3479545103,0
2685072179,1
21316687,1
4023027848,1
1427459263,1
1996522739,0
2574057226,0
3284938018,0
1585227914,1
3154054413,1
3787701780,1
2864716544,1
1086582784,1
1576856320,1
1999071786,1
3301216609,1
827325183,1
3755983085,1
2919696898,1
196148219,1
4294254455,1
2275869199,1
396358143,0
4282347528,1
2064419071,0
1496576921,0
2047357448,1
2985374977,1
3942662547,1
1697687811,0
104200697,0
861794095,1
3215405859,1
4048762143,0
3747474013,1
1320373395,1
2002114007,1
1492167416,1
3182067471,1
1559189711,1
523190400,0
3214727384,1
87476681,0
1072512325,1
1913137064,1
3821792972,0
252534653,1
3473689724,1
3208583936,1
3208645760,1
2907896056,0
4283799931,1
3621761941,1
1597616073,0
3506108400,1
1342697717,1
297765635,1
2426641065,0
2012714485,1
867679163,1
3708620526,0
2835414512,1
926362660,1
2677363545,0
862520153,0
2016939871,1
262513676,0
1352159392,1
235854924,1
2936037583,0
3740496435,0
3494051822,1
3149581564,1
1426736185,1
62565306,0
805551790,1
1475841655,1
1145435645,1
2012391592,1
33746941,1
4294885579,1
1822439925,0
4073714379,1
1967931616,1
4215300047,1
1433722743,1
2529780579,1
2522531338,0
2725716573,1
2357743967,1
1517071098,1
2825348267,1
131565047,1
2292549541,0
1879013372,1
1346657357,1
1521494704,1
909328123,1
2348666845,1
4075978621,1
4289699976,1
2872687545,1
3303989476,1
1058393994,0
3708558685,1
2701570054,1
3492794501,0
355802999,1
2071688324,0
333275007,1
4160189279,1
4278177421,1
2762239566,1
193978250,1
3386420158,1
2376122127,1
2142918101,1
3792811844,0
3385406981,0
3776048670,0
2692922367,1
1429436664,1
4042296149,1
1587633758,0
1716861967,0
2012741114,1
507826824,0
3747554308,1
253908288,1
4293830846,1
1178139,1
2081193087,1
4241447274,0
1935631103,1
1158807391,1
517267166,1
284841311,1
4265929956,1
3971493,0
4080992298,0
1156481245,1
2231478016,1
2689607636,1
1766549060,0
3430093107,1
4204374732,1
3589952499,1
14747120,1
17445129,1
2286172987,1
1349580842,1
483919872,1
4110531258,1
1359302967,1
3854543679,1
1866443514,1
2578105328,0
1984209600,1
3638097147,1
2861244808,1
833855419,1
1512898781,1
3273588514,0
2951592959,1
34143733,1
3941227901,1
4261689083,1
204405751,1
1549598584,1
1058353093,1
4063966519,1
425277945,1
256551600,1
3691047424,1
4126946239,1
2469579827,1
2137041835,1
3126984874,1
2011933419,1
555843278,1
4293680924,1
956263679,1
2004813838,1
3156228351,1
3305739609,0
1915944961,1
5960617,0
204365056,1
906336522,1
2570305296,1
4283760709,0
2834956047,1
2170601520,0
3439289572,1
258540389,0
767751439,1
2364017728,1
3708108277,0
1599408855,1
3481242423,1
2240620293,1
862184447,1
2952725296,1
3991789264,0
2097099707,1
2861809342,1
4124439274,1
4062180082,0
1967109631,1
1846539615,1
4090462095,1
575685648,1
2189981303,1
3475050465,0
3487379391,1
3757925718,1
4200543963,1
3724479129,1
675293264,1
4252667663,1
4158456320,1
1953711104,0
3355164,1
2755132727,1
2374529279,1
1428101909,1
2004021167,1
2750385167,1
599506751,0
4245683404,1
168430523,0
1422670346,1
2067855347,1
861243476,1
653164475,1
3715585373,1
2357987074,1
1320045578,1
4235197487,1
5819477,1
2268311210,1
2066995904,0
2295101491,0
3024412689,1
1929306876,1
3538869729,0
1600124409,1
2567761408,1
573780227,1
4288219756,0
3891754805,1
3225441616,1
2943297023,1
1358625807,1
1893490784,1
2926814323,1
972699958,0
3146300110,1
1600958307,0
4060078314,1
1431640289,1
2010586589,1
3642594649,1
1427453233,1
3487948279,1
55801843,1
3823359967,1
4281558373,1
2855799039,0
3435936460,1
1783125384,1
4289241326,1
502464560,1
4029755637,0
2737023914,1
288825351,1
3833592627,1
1153780933,1
2572545877,1
2415979690,1
2135844078,1
3775672320,1
4284328476,1
10539056,1
53500266,0
4265472015,1
4278189625,1
3990351223,1
519046140,1
2748232627,1
1332661964,1
1910356409,1
2135359658,1
822312783,1
1152695108,0
1670599596,1
300824265,1
3473037271,1
2425707609,0
4283790556,0
2290560301,0
1862292890,1
2509617117,0
818705664,0
1407005491,1
924664000,0
183664639,1
2862675884,1
4294398755,1
413710344,1
3182934327,1
4260698897,1
1727485311,1
1548762999,1
3473993267,1
2701080934,0
1113612480,0
1601376119,1
324866880,1
2500198195,1
3473276730,1
2013248614,1
1435598687,1
2002090154,0
265355257,1
3437768495,1
858836069,0
4113957059,0
3168745727,1
2602409887,1
1413853103,1
1708129366,0
89143260,0
1008887432,1
435404287,1
3199319630,0
360648159,0
1724824388,1
952628468,0
4281357669,0
2811208239,1
4144886538,1
2298130336,1
807018014,1
2111504383,1
1353937824,0
3995001313,0
83179349,1
2863263987,0
1647523635,1
2433987071,1
2661080031,1
2852181466,1
2785827161,0
3828534442,1
2953376832,1
2370146245,1
856658329,1
3082268095,1
1011613576,0
227357426,1
833469235,1
4200575119,1
4007479896,0
3259841970,1
1328760179,1
1431690837,1
2576114316,1
232617735,0
1499007057,0
3765958741,1
3621584910,1
2697945078,1
1566375024,1
2934615168,1
3763282101,1
998202589,1
3426144053,0
989837480,1
4244416837,1
1638237445,1
151227699,1
3762336544,1
269864208,1
841941024,1
2977776776,0
1348691541,0
525672256,1
2867507181,1
2092883182,0
3850436447,1
4092618947,1
264243890,1
4029824254,1
805533151,1
3242128114,0
255618143,0
2102476799,1
4278865859,1
586037818,1
1732186015,1
3220814728,1
2069557491,0
3683593023,1
3382445468,0
2050735099,1
2508166485,0
1950818017,1
2685399939,1
1515372714,1
37899340,1
1631788574,1
1511587644,0
3435362135,1
1087752256,1
579316239,0
286889305,1
3824287665,1
1200062596,1
601886511,1
2137814847,1
1700161119,1
1975194065,1
1207927551,1
1216175999,0
556042632,1
507256127,0
2946653962,1
2857631651,1
1682213514,1
4082352224,0
665809008,1
2851707337,0
3149179482,0
3409233092,0
2593534012,0
2000377109,1
305346611,1
864865347,1
285479207,1
3805269215,1
2895686911,1
829758749,1
2945223880,0
4215603,1
242606079,1
791666464,0
500907807,1
1676708876,1
2633805567,1
4228634879,1
1007053126,1
3125791487,1
4040560444,1
4225629913,1
3065996815,1
2478541450,1
185490000,1
2583927465,0
1021391633,0
808373418,1
1984360448,1
1500122175,0
1933634628,1
3216136,1
1358936318,1
2155855922,1
898984597,1
454230915,1
2182064779,1
4223496693,1
496312352,1
3071795191,1
467932180,0
298927236,0
8421162,1
418392768,1
1896853823,1
489427712,1
2878932582,1
1862986990,1
1380087679,1
2425724057,0
1006607633,1
4160430120,1
709422927,1
3623862689,1
2098462515,1
2695546333,1
3505466943,1
4042620025,1
2737557411,1
522129647,0
2138069104,1
1699060240,0
2868095729,1
2689645017,0
1057948983,0
752082140,0
3774534495,1
536970510,0
2822875304,1
255320021,1
2885356323,0
14841715,1
1007639647,1
2857937588,1
3312434495,1
3423400031,1
61550709,0
3805749943,1
2226537654,1
4030495792,1
2166521864,1
3237163806,1
2138438229,1
4279353099,1
207175530,0
284277499,1
4009542131,1
257596111,0
2298466032,1
301281621,1
2240086915,1
3220862928,1
1375752816,1
4171920520,1
216927332,1
2947180398,0
4126867654,1
2863325513,1
2740981776,1
3273796910,1
3152983070,0
3924404736,1
1431391573,1
271807997,1
1102049039,1
2139038001,1
4008356072,1
1415370709,1
3200250107,0
11531100,0
1647823567,1
4272616959,1
12550007,1
826040149,1
3892378975,1
4197868387,0
996789,1
92605716,1
1661292598,0
935395068,1
1513033715,1
3139571972,1
4275598032,1
851456938,1
1863302965,1
3999679521,1
3010781,0
2225175390,1
3876280159,1
4039362293,0
3741873962,1
3762274483,1
1711287296,1
639645232,1
146847496,1
2112749294,1
3506104038,1
111521702,1
3314563728,0
1534599167,1
2578070543,0
2686608588,1
1058270444,1
2132660175,1
2214640455,1
1684403365,1
2852790911,1
286365075,1
1998747682,0
207227905,1
2283309260,1
587539338,1
673720280,0
3389442762,0
4007853987,1
2913848576,1
756002819,1
2691458662,0
1435898322,0
3996646133,1
3553677840,1
3231301779,1
3461349311,1
4232882252,1
2589860386,1
4182005247,1
1993932536,0
3406032956,1
2939948988,1
3615986627,0
1296410501,1
1694441503,1
1063662447,0
2290663299,1
2694578020,1
434101647,1
2542090239,0
468423523,0
867935105,1
4093403748,0
3003364287,1
1975377205,1
2735339017,0
1515888725,1
3209639295,1
296083877,0
506419887,1
4002332302,1
3049609973,1
2281746174,1
1700812371,0
65958365,1
3282654617,1
1526707217,0
1847771818,1
4238949481,0
1323237973,1
3753876243,1
1064566225,1
4177022734,1
1056966853,1
1473314560,1
84596951,0
1962833510,1
3375614273,1
49348608,0
3132257267,1
3235899263,1
1779060746,1
933429183,1
3392535033,0
316802035,0
1768549339,1
67496664,0
2357333514,1
2147690255,1
2956140444,1
579117730,1
272835137,1
3424845794,1
2677840537,0
4246929320,1
2094889181,1
2154821503,1
1057980352,1
3255763469,1
4151249658,1
2685964,1
859038190,0
592585474,1
3709761460,0
1848600175,1
1037385687,1
3438162913,0
2427150443,1
278787549,1
4076021687,1
3573557855,1
1453720332,0
2777130628,0
3438342387,1
1067816207,0
301069380,0
3781562352,1
806091775,1
140599560,1
1322651632,1
1358385322,1
3757108720,1
1926382049,0
2290478847,1
1145354048,1
704057328,1
4082719472,0
791781536,1
3847162665,1
3500212221,0
2714514892,1
3739095296,1
2221149388,1
1056177983,1
4042063909,1
2359114431,1
2327806088,1
859574753,0
201546236,0
3710748535,0
301944580,1
4110393512,1
3738164543,1
3613587234,1
1411128924,1
2784300750,1
4138008656,1
3224702201,0
3334699053,1
574636224,1
945984460,1
2359973239,1
1259422750,0
4197589935,0
4292735711,0
1094808525,0
2413817907,1
773948555,0
2408561731,0
366602986,0
2364719359,1
998962944,1
2754818830,1
362777247,0
734820339,1
2130748704,1
2240120239,0
4156772159,1
1313857501,1
296382463,1
3743097386,1
1375072721,1
2115034332,1
2824863503,1
3705459500,0
1879245055,1
218164685,1
2510672143,1
2366109527,1
2189620983,1
3082231266,0
67916241,0
196184200,1
298049843,0
2078149326,0
2154872835,1
4209243615,1
1853867059,1
3875779515,1
820264879,1
3480422231,1
3857343970,1
2967533491,1
1010009975,0
3322596607,0
134871465,1
2065004373,1
2013290255,1
2571133968,1
3279155216,1
367023488,1
2779439498,1
739049224,1
3758100155,0
1352442003,0
1941906879,1
572684407,0
2912815776,1
2323638143,1
2685346341,1
13400851,1
3221038917,1
4116003242,0
303177714,0
4194434981,1
4244607987,1
1433635955,1
3444440957,1
475274321,1
1078097783,1
1652288251,1
1802742527,1
758076893,1
239749826,1
2110684428,1
4082368680,0
2817182975,1
4292375260,1
579402230,1
3704478781,1
2852827898,1
2075905228,1
958545152,1
1223592089,1
4080798122,1
333029273,1
981103479,1
3088205586,0
3235709008,1
389870384,1
3224606054,0
2096693237,1
3744726854,1
4032329752,1
2771212860,1
2970637392,1
859579090,0
1429144959,1
1492384699,1
1266216669,0
1974472463,1
3008885559,1
1153157307,1
2411200463,1
1448550399,1
3201497,1
721214207,1
127147,1
3758096254,1
868618724,0
2460656998,1
2853169111,1
1139491008,0
10573398,1
760908031,0
1432768626,1
3073624814,1
525672193,1
528261375,1
3032176042,0
2281745926,1
1582824181,1
2335197112,1
958581879,1
176355954,0
663684367,1
4006570489,1
805554937,0
55636848,1
1526710005,1
4281573523,0
4258637311,1
939572144,1
1407003357,1
4201706243,1
4213177295,1
1269480282,0
4098948976,1
1438427708,1
3582596480,1
3575196202,0
1714447973,0
1073763711,1
3707453947,1
2819577615,1
3390424597,1
4089180299,1
11466103,1
488574730,1
1428204072,1
2309521245,1
1531074391,1
1711477507,1
1815699210,0
84681989,1
36336426,1
3639268836,0
4039964586,1
17473542,1
1060779194,1
2523323767,1
1733764935,1
281817958,1
1609573372,1
3993775660,1
3506491804,1
268771457,1
4110349810,1
3113812155,1
1970622882,1
3972653971,1
1600123886,1
1059149057,1
2821373755,1
50524220,1
4024258517,1
4210691331,1
4202348616,1
3372877254,0
1627354975,1
2712371489,1
2855406080,1
1271582464,1
4031819855,1
314102392,0
2290579335,0
1334005628,0
1410098428,1
1381921522,1
991493968,1
2919533574,1
809858557,1
289718297,1
3045887999,1
1965140991,0
3429296750,1
2863310120,1
1576214001,0
1398737439,1
973707945,0
3102263360,1
2012444466,1
3284975359,1
3212247202,1
1701064480,0
3964499293,1
330498720,1
151637307,0
2572862208,0
859549119,1
4194171005,1
56011260,0
3282092881,1
1970661299,1
3205232463,1
749632638,1
1351585743,1
126813702,1
2085649242,1
3825574917,1
235210763,1
1189761023,1
202321612,1
1275092753,1
1305427765,1
786332555,0
3941251722,1
896991266,1
1428295487,1
4222191752,1
2219016328,1
147344604,1
3488978165,1
4221811515,1
3755985945,1
3212683263,1
3786103297,1
3997629251,1
507253814,0
1059208467,1
1199003238,0
1128727311,1
1356353768,1
1448512128,1
1149811576,0
2147424895,1
1097022524,1
1062889999,0
1191571437,0
833231018,1
4082728925,1
1152328111,1
3008332559,1
2528553642,1
183835025,1
1407054779,1
2560143109,1
2969272119,1
2136158513,1
1348702307,1
863517815,0
623226127,1
195607475,1
282402655,1
3724332782,1
1475697662,1
3566466291,1
300019712,0
218985901,1
1528805183,1
2375003135,1
3777840264,0
1000394476,0
2691472464,0
2368710447,1
3779187265,1
4160924675,0
956252142,1
857881395,1
4152320278,1
3705425244,1
288562883,0
2103100928,1
1445987173,0
2298016836,0
319615987,1
1427050244,1
1011887359,1
229635397,0
3663121459,1
4213959394,1
3301705987,1
1157596988,0
136149759,1
2820728558,1
1094714372,1
2001551311,1
3554746897,1
1072941574,0
3358259967,1
1662017823,1
301472571,1
1027440421,1
578473176,1
742677981,1
3429289032,1
2917641701,1
4088953855,1
2937058755,1
540050895,0
1561329140,1
4291756771,1
817947407,1
1164199140,1
1596849453,1
540232704,1
486479359,1
3053008371,1
1000883436,1
2008368901,1
3742203895,1
719268830,1
324390485,1
1319300744,1
1865809713,1
3698565288,1
3216863344,1
3446930547,1
1063923760,0
1061157535,1
2011165271,1
2882321324,1
3721787384,1
534730845,0
2955389679,1
4126444684,1
2147487535,1
423512382,1
2856321066,0
4108858376,1
1524695227,0
2863295781,1
181051488,0
2635027455,1
3753528063,1
1283211516,1
2960159344,1
3773750736,0
3052740812,1
263876720,1
83972248,0
1996776021,1
3906941815,1
1381171056,1
2184676045,1
1598349194,1
1603864712,1
4007710941,0
90043861,1
367933247,1
1431349859,0
2264938440,1
2902423423,1
4059132417,1
1352817595,1
3521049596,0
1398234958,1
3794468623,1
708878856,0
3565166624,1
2857483217,1
3540112147,1
268191228,1
507236091,1
3922461708,1
2264927368,1
2446954965,1
869544925,1
2113174833,1
213964125,1
1548809978,0
4210375884,1
1173398799,1
3692481750,1
3476081175,1
2364505959,1
1998745383,1
3700088014,1
1439476296,1
171701439,1
4188698378,1
4060040831,1
1020021572,0
96913862,0
3377478048,0
653263344,1
134176515,1
549515344,1
1556937743,1
871301108,1
3429184304,0
3221143328,1
3857579341,1
3958062657,1
458177467,1
4040205324,1
1279804163,1
35706271,1
2507657047,1
3644574651,1
82879665,1
1532972558,1
1426079956,1
4261000113,1
3270158890,1
1084687621,1
3148554415,1
3438267548,1
1550843903,1
544918576,1
2078161674,0
3148600791,1
1149750287,0
2856248894,1
257572734,0
427765623,1
1431524608,1
4294196308,1
1432720806,1
3368580044,1
1895726974,1
2002076481,0
1367888076,1
2278305,1
1594316202,1
2823553023,1
3589248426,1
1435869199,1
2186343248,1
3464178291,1
3315944877,1
3142300852,0
3721540412,0
3864341205,1
1558037973,1
536183029,1
4227567039,1
4207516057,0
251901112,0
2240454826,1
3002333371,0
380507729,1
2941191501,0
934502271,1
1701799532,0
2862637668,0
4279305197,0
2406944581,1
1439645495,1
869046938,1
2114735616,1
66896096,1
4090561028,1
3016440763,1
3486505267,1
2937060440,1
1566526943,1
1471021836,0
2576191439,1
422204706,1
2766187488,1
1010329656,1
146073700,1
2560209408,1
1153601423,1
84379651,1
859299603,1
861574746,1
4213718799,1
100283909,0
1597239803,1
3713716821,0
299701557,1
667709407,1
821840688,1
1878410484,0
1456428645,0
3052515833,1
860937999,1
17150128,1
799485600,1
811200682,1
3113333657,1
4181589565,1
1946371121,1
84213085,0
3231370390,0
67873804,1
1007660956,0
4177323232,1
865318679,1
3288596592,1
126390156,1
448452616,1
1588491637,1
187927466,1
3217882065,1
4113634143,0
4135192070,1
1728003237,0
3499675903,1
2340692270,0
4194318787,0
251981562,1
817479897,0
214201203,1
2573402362,0
15599585,1
3279764695,1
4110372625,0
879195766,1
11476977,1
699933880,1
3776898066,1
735965405,1
2586859260,0
2629764127,1
3764240319,1
1414299456,1
536559599,1
1711289359,1
3996015935,1
673482121,1
3710053918,0
180027938,1
3741285290,0
4282129456,1
2857172966,1
357639914,1
1429410289,0
3123752618,1
2160099477,1
1416144040,1
408735695,1
2851946367,1
3015250235,1
1576107777,1
2772211968,0
2712315308,1
4006932004,1
3337960688,0
3573607424,1
6226450,1
4097793039,1
4281274865,0
3690950655,1
271137,1
3990811614,1
1595752367,1
3005451195,1
118428752,1
3796148872,1
4278395614,0
2374784261,1
1060949108,1
2889862623,1
3508689322,0
3061622476,1
212231782,0
1717982972,0
917112234,0
4207545998,1
1087853943,1
71083263,1
4199316351,1
2049105408,0
2087986244,1
3974165440,1
2410789297,1
3699974947,0
3611776068,1
1861123292,1
1006334923,1
446758661,1
855708083,1
3745994239,1
1998777981,1
1027145215,1
1010138879,1
1704058,1
1162211319,1
61449740,0
3468807742,0
2004191455,1
3293319425,1
4043070121,0
2593743202,1
788525235,1
1851631700,1
2796136057,1
3693159420,1
589499452,1
3841258992,1
2142994426,1
4158062044,1
4014804293,0
213933546,0
856767409,1
2906649599,1
1891294378,0
1442340336,1
337829,1
1330561008,1
1883762943,1
54495216,1
51133455,1
1431799767,1
3427633344,1
