Function,Class
294387947,1
3486987223,0
2566974554,1
2363018463,1
2400126799,1
4026500864,1
4217096443,1
1810097894,1
2874138623,1
4212347155,1
4214426369,1
4039363066,0
3665799695,1
251981764,1
437606922,1
4093771008,1
2768256153,0
4051026241,1
4037063908,0
393564533,1
1594186703,1
3166499792,1
1459680123,1
452606523,1
979321941,1
1408807867,0
3761299690,1
4228513001,1
1323596799,1
2146990728,1
3200159041,0
171507916,0
17941010,1
4241439879,1
3127269274,1
272734874,1
1987445290,1
1661299722,0
1276315767,1
1675587727,1
1004273619,1
1428017694,1
4210951479,0
4407300,1
538258448,1
263190648,1
1010499635,1
2969435184,1
95374510,1
1878002176,1
3959384380,1
574315776,1
1595591423,1
866109183,1
2551228464,1
316558302,1
1598835950,0
206474250,1
1725768211,1
3234631856,1
1786477417,1
3537882828,1
1275355101,1
3347120120,1
909387527,1
3955804393,1
656997109,0
2300746034,1
2998042756,1
3220057856,1
3204431803,1
3450555663,1
3209769941,1
4273412799,1
1923760544,1
4048811088,1
4244655599,1
1686347946,1
2952405967,1
3955439411,1
2961125455,1
3273179928,0
1971123324,1
2947478980,1
518066657,0
3983015920,1
1432353791,1
1516038656,1
3706772978,1
4042511330,1
3286354411,0
1900311398,1
2856562597,1
1427189037,1
3199284793,0
2049896640,1
718070506,1
2718075904,1
4264875263,1
1729171217,1
4134522060,0
313785075,1
809877696,1
3931992959,0
1767453443,0
4294258960,1
3133289459,1
4233538048,0
1608300021,1
3019963130,1
224183760,0
2577740559,0
1225348352,1
3221340224,1
3485927331,1
2846227621,0
2297415823,1
2800970346,0
4233537795,0
252671947,1
3355767615,1
1869582533,0
572002704,1
2147674346,1
2733307743,1
1073803569,1
3285971194,0
4278167893,1
1998806789,1
2090073904,1
3369011336,0
3456141956,1
263170755,1
2368689447,1
2241938849,1
4006539468,1
1077432575,1
4293438464,1
13009603,1
3251437853,1
4277978180,1
1098047954,0
4143971669,1
2944357215,0
469996435,1
2428928214,1
2858221813,1
2767541461,1
1459407974,0
494909576,1
2936757589,1
1998751698,0
4009751082,1
1460879327,0
713594295,1
2264892671,1
3140701132,0
2869433088,1
3288315016,0
2952424505,0
2400694016,1
3841718248,1
2701098274,0
3962306688,1
1442818690,1
1260275741,0
1594514705,1
1162172837,1
4210717238,1
2227970099,1
1527474698,1
3452913663,1
3670603840,1
105189120,1
4110223874,1
1511085342,0
3795825587,1
4292869149,1
4092023779,1
4022873928,1
2824118273,1
1312945658,0
1285080112,1
2427576801,1
2137815027,1
2357995225,0
2585825424,1
4173592777,1
1511587737,0
4044030117,1
1528780828,1
2509586282,0
4292872725,1
4137878864,0
1060105839,1
1378396712,1
2768242856,1
2644051976,1
51344504,0
1879041786,1
3149869246,1
684260,1
1738553328,1
100955123,1
2679070831,1
2650409996,1
1429665269,1
2856342951,1
1869584799,0
183869548,0
1392552543,1
2276751291,0
4290465799,1
553067492,1
1035812543,1
1143798715,1
2472945704,1
1241516565,1
1597237155,1
3225357478,0
3023864845,1
1437553151,1
3503337475,1
4006509949,1
3511092016,1
3951788939,1
1790894903,1
1013988474,1
2990211835,1
4262784853,1
1325358879,1
3343345455,1
3285909594,0
203301427,1
272708300,1
3304584177,1
4264490453,1
1600976138,0
487980463,1
1282323387,1
4210374966,0
1997492288,1
3473535152,1
4005490365,1
3975065188,1
2147413710,1
3974896867,0
4282059017,0
2367855667,0
854931157,1
3825920773,0
1002059834,1
1464131581,1
2174330367,0
3473067793,1
1605111390,1
1425232977,0
2175665582,1
3787713481,0
1578695338,1
3723380202,1
1375559663,1
2208375298,1
746421628,1
303174305,1
2678002462,1
588277367,1
2669379515,1
4289606417,1
2767195967,1
3145666815,1
1067816357,0
2998129851,1
1066464092,0
3771475727,1
3909902596,1
2866327214,1
2930385576,1
3568810687,1
212267098,0
59444356,0
1606856502,0
1779870374,1
3078338415,1
3152954593,0
4241550661,1
4270979797,1
3748613895,1
1083064972,1
2343173983,1
3275505960,0
2134858731,1
4287024278,1
4292703026,1
3937151532,1
4294835324,1
1145827583,0
2840955767,0
2139242466,1
4031639781,1
4255603450,1
1154227091,0
812004192,0
3639631357,1
2962010271,1
228973829,1
530583968,0
3037052837,1
735016911,1
818152385,1
3085971696,1
3189545488,1
1812923663,1
2284715866,0
3254449663,1
1682881467,1
573706713,1
323427660,0
2162606314,1
3019068842,1
171547033,0
2294270192,1
4193627296,0
101109303,0
1576873381,1
2136857343,1
503125439,1
10839747,0
1340428058,0
716937403,1
3537882319,1
78689460,0
53476572,1
259992693,1
939529728,1
2426638447,0
864237479,1
3234856917,1
2247677397,1
1022524927,0
5951341,1
212840333,1
3013048311,1
1883234047,1
206109880,0
4025415671,1
98908991,1
2967519212,1
1566423052,1
2166423586,1
3012034679,1
4241467749,0
85992768,1
871590313,0
4243798261,1
1019462193,1
892467131,1
1575974315,1
3108433132,0
4293621719,1
4280223226,1
1610036640,1
893386688,1
248434318,1
4080490263,1
1941995392,1
4166023007,1
184197888,1
3422883920,1
718661333,0
252648641,1
1309660400,1
3587165131,1
2236364044,1
2576983410,1
4286455568,1
207172454,0
1037907229,1
1061113935,1
865407321,1
319009184,1
3370971304,1
600825920,1
1073699903,1
1042940159,1
4034262263,1
3479541055,0
2627508135,1
2482439167,1
336911380,0
2868549013,1
2920217499,1
4020437162,1
894816529,1
212206588,0
721954568,1
3225365201,1
1436131436,0
815442345,0
4120492817,1
3286749071,1
866943112,1
960066189,1
3790606496,1
2007463783,1
11493216,1
1829703936,1
825306913,1
1358264314,1
1204302779,1
4143906574,1
822064437,1
4258585820,1
796854798,1
4286582561,1
820749733,1
976411391,1
4294902202,1
85258465,1
699384591,1
3253897352,1
1846343168,0
587158680,1
3368582384,1
3125084927,1
1156845855,0
2867873520,1
2685072179,1
4023027848,1
809044275,1
1427459263,1
2574057226,0
3284938018,0
4013989056,1
3154054413,1
331119807,1
3134189089,1
1073046645,0
1086582784,1
1521086716,0
4147637549,1
3301216609,1
2919696898,1
196148219,1
4294254455,1
4282347528,1
2064419071,0
623564074,0
1496576921,0
2071231095,1
11622263,1
489135615,0
3215405859,1
4048762143,0
3747474013,1
5948623,1
2002114007,1
1492167416,1
3182067471,1
1559189711,1
1597575017,0
3214727384,1
1072512325,1
812924795,0
252534653,1
3208583936,1
3947511807,1
3208645760,1
4283799931,1
1597616073,0
496022451,1
4211917567,1
1869505900,1
3506108400,1
1342697717,1
2627783920,0
1999941680,1
289673413,1
2426641065,0
2012714485,1
867679163,1
2835414512,1
926362660,1
2016939871,1
1352159392,1
2072018828,1
235854924,1
3011883968,1
3149581564,1
1426736185,1
1357913140,0
1433395047,1
1145435645,1
2012391592,1
4294885579,1
4151513891,1
2695835759,1
4215300047,1
1433722743,1
1782539727,0
2529780579,1
2825348267,1
131565047,1
2688507808,1
217314137,0
1582477693,1
1791030028,0
1879013372,1
1521494704,1
2861048235,1
422237482,0
2348666845,1
3524367957,0
4075978621,1
1146171729,1
4289699976,1
2329354803,1
4236931754,1
2872687545,1
3303989476,1
1058393994,0
3708558685,1
2701570054,1
355802999,1
177553344,1
333275007,1
4160189279,1
3441674296,1
2762239566,1
250232815,0
2376122127,1
1139762155,1
2142918101,1
3792811844,0
3385406981,0
2692922367,1
4042296149,1
1369373189,1
2156879920,1
4293830846,1
2081193087,1
1935631103,1
1158807391,1
284841311,1
1711319503,0
2941168718,1
1722788451,0
4265929956,1
1292102659,1
2785842495,0
1275079364,1
3430093107,1
4205460074,0
17445129,1
2816421651,1
2350223893,1
300867857,0
2286172987,1
1193789187,1
3854543679,1
1866443514,1
1984209600,1
680475579,1
833855419,1
2951592959,1
34143733,1
3941227901,1
1549598584,1
425277945,1
4027517091,1
3691047424,1
3689935823,1
2920086336,1
4126946239,1
2011933419,1
1818204501,0
956263679,1
3156228351,1
453697194,1
1915944961,1
2627590280,1
3439289572,1
258540389,0
544699664,1
2364017728,1
2827549901,1
4109694143,0
3481242423,1
2240620293,1
862184447,1
2952725296,1
2097099707,1
2861809342,1
1967109631,1
4090462095,1
575685648,1
2877271036,1
1007641424,0
3487379391,1
14506631,0
675293264,1
4158456320,1
1171203887,0
3355164,1
2755132727,1
2374529279,1
463082138,1
2004021167,1
972383914,0
2861300495,1
2750385167,1
4245683404,1
1422670346,1
2067855347,1
2882452343,1
3222050214,0
653164475,1
2354627583,1
3715585373,1
3141856993,0
1271078547,1
183828529,0
183371247,0
4235197487,1
5819477,1
2322984496,1
217314214,0
3439384439,1
1013530474,0
3024412689,1
1929306876,1
1670972927,0
1600124409,1
2567761408,1
573780227,1
4288219756,0
3225441616,1
2943297023,1
1314805317,1
1358625807,1
2597078524,1
1893490784,1
267411347,0
1132461911,0
2926814323,1
1415188755,1
922379107,0
1600958307,0
4060078314,1
4227509484,1
276433503,1
1431640289,1
515632715,0
2010586589,1
2119054323,0
1427453233,1
55801843,1
3823359967,1
4281558373,1
3435936460,1
1783125384,1
364581055,1
502464560,1
2737023914,1
2858405919,1
1153780933,1
2572545877,1
2135844078,1
3775672320,1
4284328476,1
10539056,1
4265472015,1
4278189625,1
3990351223,1
3024875246,0
519046140,1
2748232627,1
4044288317,0
4260362456,1
932031749,1
1332661964,1
1910356409,1
1687645215,1
822312783,1
1152695108,0
2717072187,1
1091555408,1
1711933098,0
300824265,1
254872835,1
2290560301,0
1432331948,0
363912699,1
3212590460,1
1407005491,1
3132471882,0
183664639,1
4294398755,1
413710344,1
797450895,0
3182934327,1
4260698897,1
1727485311,1
1548762999,1
3473993267,1
1601376119,1
3790796262,1
2500198195,1
3020899328,0
3473276730,1
3429239956,1
2191530282,1
959644943,0
1128307355,1
2002090154,0
3437768495,1
3168745727,1
585236284,0
2602409887,1
1413853103,1
3129575817,0
1708129366,0
89143260,0
121312575,1
2415855084,1
3199319630,0
751794039,1
94175078,0
1212675068,0
2553450801,0
2811208239,1
602654955,0
2298130336,1
2111504383,1
3995001313,0
83179349,1
3017028471,1
3883005873,1
1647523635,1
2433987071,1
2813770649,1
4003057657,1
2852181466,1
3803704760,0
812292714,0
2370146245,1
3082268095,1
1011613576,0
3755416885,1
4200575119,1
3259841970,1
3958104075,0
3077224332,1
2132879,1
4284875674,0
1431690837,1
2576114316,1
7250687,0
3501805821,1
1510007227,0
2320842517,1
85269791,1
1566375024,1
2934615168,1
4278981973,1
1711041267,0
255823864,1
3426144053,0
1151345872,1
989837480,1
4244416837,1
269864208,1
2977776776,0
525672256,1
2867507181,1
57085038,0
3995000098,0
805533151,1
2779713962,1
2102476799,1
586037818,1
2069557491,0
4042602291,1
3382445468,0
2050735099,1
1950818017,1
37899340,1
1631788574,1
3730174003,1
3024385928,0
3824287665,1
757226154,0
3724357921,1
2137814847,1
4284019476,1
1207927551,1
2685407650,1
871157503,0
2946653962,1
1682213514,1
3149179482,0
2717917412,1
3409233092,0
864865347,1
285479207,1
3805269215,1
2895686911,1
3352511505,0
829758749,1
2996813714,1
2945223880,0
242606079,1
4044174287,1
2633805567,1
3125791487,1
4225629913,1
2292906220,1
2478541450,1
1070538972,1
1915289404,1
185490000,1
4227553979,0
1063934479,0
2924409329,1
2583927465,0
3267572496,1
808373418,1
1984360448,1
1500122175,0
4005291523,1
1358936318,1
2570518352,0
898984597,1
454230915,1
4261409996,0
3927254549,0
2191573920,0
306710856,1
496312352,1
467932180,0
298927236,0
8421162,1
4087765337,0
418392768,1
3704377970,1
3208452505,1
2854907245,1
3778216131,1
2599856854,1
3537755095,1
1380087679,1
3710722594,0
2425724057,0
2800959338,0
952586245,1
4160430120,1
709422927,1
4004502992,1
2098462515,1
4042620025,1
1574408111,1
2946545571,1
477494135,1
466860835,1
1352424086,0
2138069104,1
2868095729,1
2991849427,1
437970202,0
3730791152,1
536970510,0
2822875304,1
255320021,1
14841715,1
3325089392,1
3460563180,1
1504366882,0
1007639647,1
2857937588,1
3312434495,1
553907708,1
2230548224,0
3423400031,1
3747021707,1
61550709,0
4286041305,1
2226537654,1
4030495792,1
2138438229,1
207175530,0
284277499,1
2298466032,1
301281621,1
2946288122,0
2240086915,1
1375752816,1
1879050205,0
216927332,1
3839205506,1
3152983070,0
3924404736,1
1431391573,1
271807997,1
2139038001,1
4280468226,0
4008356072,1
1415370709,1
1647823567,1
4272616959,1
12550007,1
2931709115,1
4211314179,1
3892378975,1
585843947,1
1065289040,0
4197868387,0
996789,1
935395068,1
3139571972,1
2195779760,0
4275598032,1
1486154342,1
267764537,0
448445344,1
4210061285,1
3999679521,1
2225175390,1
3876280159,1
1423070429,1
2937323707,0
202767525,1
3762274483,1
1711287296,1
639645232,1
2112749294,1
2854927420,1
3314563728,0
584956909,1
1058270444,1
2132660175,1
3255026696,1
134293546,1
479187162,1
2852790911,1
286365075,1
1998747682,0
288575584,1
3421720691,1
207227905,1
2324041094,1
2283309260,1
587539338,1
673720280,0
4007853987,1
756002819,1
1281315908,1
121048860,1
3231301779,1
2863330424,1
2015933668,0
3461349311,1
1979725320,1
4232882252,1
2939948988,1
1518730240,1
3615986627,0
2352018815,1
589509276,1
1718248303,0
1063662447,0
41884223,1
2694578020,1
3288311193,0
434101647,1
1794336252,0
1610368112,1
3003364287,1
1975377205,1
1515888725,1
3209639295,1
506419887,1
2702150860,1
100312408,1
3049609973,1
2281746174,1
4042300795,1
848470096,1
13403195,1
1323237973,1
1064566225,1
1473314560,1
3116095738,1
316805872,1
9568394,1
3375614273,1
2407505664,1
3132257267,1
1779060746,1
933429183,1
3392535033,0
1768549339,1
2357333514,1
2956140444,1
579117730,1
3424845794,1
4246929320,1
4116003482,0
3342387400,0
2094889181,1
2154821503,1
1057980352,1
3255763469,1
2685964,1
989502042,0
592585474,1
1848600175,1
1037385687,1
324284535,1
543449190,1
278787549,1
3573557855,1
2875919339,1
2482361343,0
3438342387,1
3790513573,0
1067816207,0
3781562352,1
2538991567,1
1055924732,1
140599560,1
1322651632,1
1358385322,1
3757108720,1
2290478847,1
3806887695,1
4210879221,1
704057328,1
1281999,1
2678049376,0
3739095296,1
2221149388,1
1056177983,1
4042063909,1
117392898,1
2327806088,1
201546236,0
990163776,0
3710748535,0
4110393512,1
3613587234,1
2784300750,1
2506513146,1
3224702201,0
3334699053,1
574636224,1
2359973239,1
1259422750,0
4204392157,1
2413817907,1
773948555,0
366602986,0
1573401,1
2364719359,1
998962944,1
2934203616,1
2441203937,1
2346613550,0
4156772159,1
1313857501,1
2295275980,1
296382463,1
3220482808,1
3743097386,1
2115034332,1
2824863503,1
1879245055,1
572758869,1
218164685,1
2366109527,1
2189620983,1
3082231266,0
298049843,0
587163064,1
2078149326,0
3713340596,1
2154872835,1
1853867059,1
3875779515,1
3722564334,0
1515231392,1
820264879,1
3480422231,1
3857343970,1
607092943,1
2967533491,1
1010009975,0
358080263,1
2007447551,0
2065004373,1
4284975264,1
2013290255,1
2852061359,1
367023488,1
4042928234,1
739049224,1
1352442003,0
454129268,1
1062890074,0
15781717,1
3221038917,1
121648124,1
303177714,0
4194434981,1
4244607987,1
1433635955,1
3444440957,1
475274321,1
1078097783,1
1652288251,1
1802742527,1
758076893,1
239749826,1
2817182975,1
4256529203,1
2481198009,1
3704478781,1
2852827898,1
2075905228,1
333029273,1
981103479,1
3235709008,1
3224606054,0
2096693237,1
3744726854,1
2415121851,1
2771212860,1
1429144959,1
1974472463,1
3402257616,1
3008885559,1
2947535058,1
1153157307,1
288574313,0
2411200463,1
1448550399,1
3201497,1
2878441600,1
2340408591,1
4138599680,1
1510078624,1
127147,1
3758096254,1
760908031,0
2695374975,1
1432768626,1
1475869583,1
525672193,1
1187922961,1
264481382,0
528261375,1
3032176042,0
2281745926,1
3342350392,0
1582824181,1
278877546,1
1260305182,0
958581879,1
492652021,1
3621250075,0
2296371074,1
663684367,1
55636848,1
4281573523,0
1943219179,1
4222827827,1
4110274314,1
4258637311,1
939572144,1
4201706243,1
4213177295,1
469046522,0
4098948976,1
3575196202,0
3583056735,1
1073763711,1
1470872571,0
2819577615,1
4089180299,1
3754429000,1
1428204072,1
2852183671,1
1711477507,1
1815699210,0
84681989,1
7821869,0
4113170549,1
9110426,1
4039964586,1
3205070779,1
2523323767,1
1733764935,1
818736500,1
3993775660,1
3430386312,1
4110349810,1
3113812155,1
1970622882,1
46529994,1
1600123886,1
2019194714,0
2821373755,1
50524220,1
503190508,1
3227096332,0
4024258517,1
4210691331,1
3372877254,0
1627354975,1
2855406080,1
4031819855,1
4244575040,1
1334005628,0
808682629,1
1410098428,1
142115538,1
3292590975,1
1572731289,1
3807013550,1
822288914,1
991493968,1
2919533574,1
1346374976,1
1348377046,1
4034589531,0
3136215381,1
3314940586,0
2470023226,0
1965140991,0
1718790666,1
2863310120,1
1398737439,1
1864847147,1
2012444466,1
3284975359,1
4211068122,1
1862299487,0
295948,0
3212247202,1
3964499293,1
2868882996,1
330498720,1
151637307,0
859549119,1
2920451983,1
4283869699,0
4194171005,1
3034691821,0
3205232463,1
2016245538,0
1715055114,0
454146553,1
126813702,1
1938584444,0
306167807,0
1069596778,0
3288295850,0
3451910071,0
235210763,1
1189761023,1
662897921,1
2289518617,1
2143444864,1
1275092753,1
3941251722,1
896991266,1
2832312458,1
1428295487,1
4222191752,1
147344604,1
4207587231,0
84567918,0
3840152804,0
2903313211,1
4059167688,1
507253814,0
2621707982,1
1128727311,1
1356353768,1
900423599,1
2147424895,1
1097022524,1
2224379272,1
909533952,0
2195775648,0
1224376251,1
3008332559,1
2528553642,1
183835025,1
1407054779,1
46072243,1
2969272119,1
2136158513,1
1348702307,1
1512942301,0
1929687816,0
431982607,1
1493996949,0
4158511065,1
4010341360,1
623226127,1
195607475,1
282402655,1
3724332782,1
2948361324,1
909534032,0
3566466291,1
1526988532,1
3554394312,0
2016250077,0
218985901,1
50529710,1
2375003135,1
3777840264,0
2368710447,1
2779757375,0
3779187265,1
4160924675,0
805985743,1
740318496,1
857881395,1
33618756,1
288562883,0
802172899,0
413827754,0
319615987,1
1427050244,1
1011887359,1
3999006585,1
3301705987,1
1157596988,0
136149759,1
1538219610,1
1080410176,1
1094714372,1
2001551311,1
1546442374,1
444959269,1
2512414259,0
3358259967,1
2902980856,0
301472571,1
1027440421,1
742677981,1
1700185590,0
3429289032,1
2917641701,1
4088953855,1
821060879,0
2937058755,1
956283400,0
1975268280,1
4151634956,1
1164199140,1
861778813,1
1596849453,1
540232704,1
486479359,1
2008806792,0
2008368901,1
3742203895,1
562268039,1
1860597316,1
441430192,0
230358520,1
3966129236,1
324390485,1
61582860,0
97061064,1
1865809713,1
3216863344,1
3856721385,1
3446930547,1
4153540433,1
4089447402,1
1169847994,0
1061157535,1
2011165271,1
1064815355,1
4126444684,1
2147487535,1
2939145483,1
423512382,1
2215149952,1
4108858376,1
2863295781,1
3718995755,1
2635027455,1
3753528063,1
1458818739,0
1283211516,1
2960159344,1
3282435993,0
3052740812,1
263876720,1
2793861344,1
3906941815,1
4055586655,1
1397950035,0
3808095980,1
1381171056,1
3621223792,0
2477432719,1
3271591748,0
4044435234,0
621139221,1
1603864712,1
2138041952,1
90043861,1
4123527172,0
367933247,1
1869564777,1
2902423423,1
3794468623,1
1670578416,1
3540112147,1
867877882,1
212228441,0
268191228,1
1498804992,0
507236091,1
255602286,1
4290992384,1
2446954965,1
869544925,1
1676383003,0
1173398799,1
3476081175,1
1998745383,1
3700088014,1
3354671348,0
1020021572,0
2800965372,0
3377478048,0
134176515,1
549515344,1
1556937743,1
19038850,0
871301108,1
3337984341,0
1067870963,0
3221143328,1
3857579341,1
4210823151,0
458177467,1
1279804163,1
3957828198,0
1426079956,1
4261000113,1
3270158890,1
3148554415,1
3438267548,1
1550843903,1
2413816546,1
2078161674,0
3991793122,0
3148600791,1
4279199337,0
1431524608,1
1432720806,1
524147966,1
4043278199,0
3368580044,1
1367888076,1
4030505107,0
1594316202,1
2823553023,1
1435869199,1
2186343248,1
3464178291,1
3315944877,1
3864341205,1
3007836995,1
536183029,1
4227567039,1
4207516057,0
251901112,0
2240454826,1
934502271,1
3876311023,1
4279305197,0
1439645495,1
51364302,1
869046938,1
2114735616,1
66896096,1
4227569573,1
2589642586,0
3016440763,1
3486505267,1
1566526943,1
1565696674,0
2576191439,1
2766187488,1
2098115974,1
533001,1
3621684106,1
1153601423,1
84379651,1
861574746,1
4213718799,1
100283909,0
3206180976,1
1597239803,1
3758157533,0
2735312954,0
299701557,1
3177036680,1
4284887209,0
2105389390,0
1878410484,0
2871176102,1
860937999,1
4291084064,1
17150128,1
799485600,1
811200682,1
32628975,1
1946371121,1
3231370390,0
1340016767,1
1957883626,1
4177323232,1
3997237423,0
448452616,1
187927466,1
3217882065,1
2079415253,1
1728003237,0
3499675903,1
214201203,1
175894643,0
3279764695,1
2112245238,1
173726426,0
2857732231,0
741093274,1
2586859260,0
50356130,1
3006474087,1
1414299456,1
536559599,1
1860569792,0
4282129456,1
357639914,1
3123752618,1
2160099477,1
1416144040,1
408735695,1
1433774640,0
2772211968,0
2712315308,1
2573439342,1
3573607424,1
2294007878,1
4097793039,1
739028787,1
3690950655,1
271137,1
3990811614,1
1595752367,1
3005451195,1
1039947775,1
3145435939,1
3031760055,0
2519946995,0
3304943864,1
212231782,0
1717982972,0
4207545998,1
1064083347,1
1258781236,1
4199316351,1
4123920958,1
2410789297,1
3611776068,1
1861123292,1
1006334923,1
3745994239,1
1998777981,1
1027145215,1
1429628421,0
1010138879,1
1704058,1
1162211319,1
3468807742,0
2004191455,1
4043070121,0
788525235,1
2796136057,1
589499452,1
3841258992,1
2142994426,1
4158062044,1
503377663,0
213933546,0
521810106,1
11153967,1
856767409,1
2906649599,1
1442340336,1
337829,1
1330561008,1
1883762943,1
51133455,1
1431799767,1
3427633344,1
3437229565,1
2296202732,1
4227878972,1
1443820194,1
339074879,1
3826374434,0
56972901,0
1191137407,1
3351758592,0
2066648030,0
623089043,1
3671928832,1
2200936703,1
1459622048,1
636428522,1
244287119,1
1281306880,0
989249548,0
1209908206,0
2836310536,1
3830968031,1
2008772619,0
596019500,1
1890240712,1
4009730300,1
327168928,1
3828217333,1
4284470720,1
209388404,0
1708117094,0
2284039083,0
715322082,1
2108301231,1
4211104506,1
3221017941,1
4158848936,1
1893676495,0
1515913157,1
303912537,0
4294106591,0
84234843,1
2281564157,1
4020744175,1
2714565580,1
4293439296,1
933066141,1
3371829448,1
497931693,1
2783235564,1
2567263689,0
4294179951,1
3713388549,0
2292392618,1
2693300249,1
1426116833,1
1632748017,1
252047561,0
2432143604,1
3941809139,1
1588526754,1
872366501,1
2576957333,0
2025556036,0
553512661,1
4005290315,0
880032828,1
2671496251,1
4267769711,1
4283776065,0
3334868301,1
16712337,1
1429448131,0
2779477178,1
1031344,1
3131831024,1
1598816496,0
1342125363,1
3418633412,0
2306259642,0
300817937,0
4155727189,1
4089174528,1
2936030124,1
253952033,1
1731448015,1
3152983057,0
2286617344,1
3779845495,0
1987474979,0
1069937417,0
1246282372,1
2294450378,1
1504266906,1
1357250474,1
4042674426,1
4244508492,1
3268616947,1
2127493838,1
4045468004,1
1017477330,1
2684415716,1
3237991854,0
871602598,0
3251373052,1
2267186989,0
1031195926,1
1002975680,1
1512920541,0
303231519,0
458111950,1
3499054479,1
872051408,1
3724513665,1
1602510595,1
2143630277,1
2765487356,1
3236954191,1
4037125601,1
3439319091,1
1865449216,1
1348507784,1
130330879,1
3003121117,1
2511000046,0
2296809668,1
3132087823,1
2596312780,0
1431822562,1
1148432012,1
97854195,1
82617508,0
2222197808,1
4207606336,1
1291819008,1
2719920158,1
4288774048,1
3438671172,1
863957746,1
4236209749,1
916009215,1
4280541030,1
1962152160,1
254812976,1
293625807,1
1971021163,1
545529995,1
1510005657,0
1862224584,1
2138435421,1
2744125754,0
850590258,1
1175523909,1
3485171850,1
3708153719,1
1595666624,1
3047716349,1
2365567927,1
3865378703,1
3522069691,0
4208974543,1
671907112,1
3325675253,0
2064904627,1
255324991,1
2576112896,1
269660592,1
3554531837,1
1442473673,0
3694124067,1
2433810176,1
4021284718,1
2077329442,0
2945408972,1
2970719231,1
1016478765,1
1494011033,0
536015346,0
1929641898,1
14301,1
1934865813,1
1407008735,0
4077692582,0
584231509,0
4188600657,0
2760240861,0
3978419763,1
3073179599,1
2471532117,0
1463310216,1
1515560955,1
2434924801,1
1347424405,1
4192138591,1
1878323952,0
434523212,0
3783909697,1
938325925,0
3301707793,1
178790963,1
3220447168,1
252272409,0
1509119574,0
2626880778,0
1569807726,0
3311390607,1
2360348720,1
1452995391,0
3318746460,0
1532648415,1
1913847569,1
2523276420,1
100895439,1
962829468,1
2071165048,1
3409246456,0
2770603808,1
804458993,1
184529900,0
1695502591,1
1260276497,0
4289103103,1
4232641877,1
84881503,1
133680935,0
3779849796,0
1246413264,1
1382155525,1
3891746295,1
