Function,Class
350990400,1
3192799553,0
3254449663,1
4278431319,0
55990874,0
15973192,0
323427660,0
2162606314,1
4135553245,1
2294270192,1
101109303,0
1576873381,1
2136857343,1
503125439,1
10839747,0
1340428058,0
716937403,1
4235660541,1
2936573056,1
3018240793,0
168349692,0
78689460,0
53476572,1
259992693,1
939529728,1
2818635205,1
864237479,1
4041063935,1
3234856917,1
4011790367,0
3013048311,1
206109880,0
4025415671,1
869758915,0
2967519212,1
3012034679,1
4241467749,0
2131523331,0
871590313,0
3334980482,1
450844765,0
892467131,1
3108433132,0
425041177,1
4293621719,1
4280223226,1
963443375,0
4164222195,1
287460216,0
893386688,1
248434318,1
4080490263,1
1941995392,1
3422883920,1
718661333,0
3587165131,1
1571642786,0
4286455568,1
207172454,0
1037907229,1
4290775083,1
1061113935,1
584192494,0
3370971304,1
1073699903,1
1042940159,1
3479541055,0
2482439167,1
2868549013,1
2104492045,0
4020437162,1
894816529,1
212206588,0
3196916002,0
721954568,1
3225365201,1
1436131436,0
815442345,0
4278860558,1
4120492817,1
3286749071,1
3199287617,0
965937571,0
2007463783,1
762782344,0
3638078829,1
3405317881,0
1204302779,1
1187775424,1
4143906574,1
1342530505,0
3237777391,1
822064437,1
1828708576,0
100285950,0
796854798,1
1719555423,0
976411391,1
4294902202,1
3534037674,0
85258465,1
201260893,1
3368582384,1
1949372484,1
3125084927,1
1156845855,0
2143228032,1
2685072179,1
1460008909,1
4023027848,1
1597529368,1
1427459263,1
1996522739,0
3154054413,1
355577851,1
3237167040,0
1086582784,1
573409400,0
1999071786,1
263913652,0
3301216609,1
196148219,1
4294254455,1
51121240,1
4282347528,1
2349796387,1
1496576921,0
2047357448,1
1442186710,1
2071231095,1
11622263,1
3705274067,1
489135615,0
861794095,1
3215405859,1
4048762143,0
3747474013,1
972372422,0
3697078243,1
2002114007,1
1492167416,1
1559189711,1
3909044296,0
523190400,0
3214727384,1
87476681,0
3189694915,1
1023197408,0
252534653,1
3473689724,1
3208583936,1
2864617917,0
2210120430,0
2907896056,0
4068440127,1
4283799931,1
4010595647,1
496022451,1
3932028684,0
3506108400,1
1342697717,1
3253865741,0
1597459727,1
1999941680,1
297765635,1
2426641065,0
2012714485,1
867679163,1
2835414512,1
926362660,1
2677363545,0
815074367,1
862520153,0
262513676,0
1352159392,1
2072018828,1
235854924,1
670520151,0
2089581692,0
203751176,1
3494051822,1
3576354266,0
3149581564,1
1426736185,1
1145435645,1
2012391592,1
1067029913,0
3429262799,0
33746941,1
1822439925,0
4073714379,1
4215300047,1
3698589600,0
1433722743,1
1782539727,0
2529780579,1
10922917,1
1517071098,1
2825348267,1
131565047,1
2688507808,1
4025237307,0
3443395854,1
1879013372,1
4294644760,1
2924938758,0
1872516015,1
2733855744,0
2348666845,1
3524367957,0
4075978621,1
1146171729,1
4289699976,1
3303989476,1
324514,0
3708558685,1
3492794501,0
355802999,1
2835588517,0
2158159094,1
177553344,1
2936068215,0
333275007,1
4160189279,1
2762239566,1
1375395317,0
2376122127,1
1139762155,1
2142918101,1
3385406981,0
2692922367,1
4042296149,1
3752810504,0
1587633758,0
1898026196,1
3136978042,1
1949185638,1
2012741114,1
507826824,0
54670182,0
1178139,1
2081193087,1
4241447274,0
1935631103,1
1158807391,1
517267166,1
3556067935,1
284841311,1
1711319503,0
3331760368,0
1423835358,0
4265929956,1
3971493,0
1156481245,1
1431330918,0
3430093107,1
4190742937,0
2911429956,0
14747120,1
2286172987,1
862335012,0
1193789187,1
1359302967,1
2029003434,0
1866443514,1
2784008911,0
680475579,1
4190684356,0
1512898781,1
4259304178,1
997079953,0
2951592959,1
34143733,1
3941227901,1
1699195528,0
4261689083,1
1794326515,0
2869096006,1
1549598584,1
1058353093,1
425277945,1
256551600,1
3691047424,1
4126946239,1
2011933419,1
4293680924,1
3031756513,0
4025426892,0
1711302927,0
956263679,1
3757232850,0
2217637853,0
4290820821,0
204365056,1
4294016801,1
906336522,1
1143834661,1
3078468437,1
3446132120,0
4077003007,1
2329084074,1
3439289572,1
258540389,0
4069008120,0
2364017728,1
4027057924,1
3481242423,1
2240620293,1
862184447,1
2952725296,1
3991789264,0
2097099707,1
3328003677,1
4292819226,1
1967109631,1
4090462095,1
524268979,0
3487379391,1
4252667663,1
4158456320,1
3355164,1
2755132727,1
2838522352,0
2004021167,1
972383914,0
2750385167,1
4245683404,1
4143367791,1
1422670346,1
2067855347,1
861243476,1
2685019430,1
653164475,1
3715585373,1
3776014745,0
3120373792,0
2627776351,0
2580339678,0
2556939725,0
4000616255,1
2941293472,0
84723762,1
1746940144,1
4235197487,1
539147067,0
2066995904,0
1013530474,0
1086304432,0
3024412689,1
1173203181,0
3538869729,0
1600124409,1
3715331993,1
4193897013,0
2567761408,1
573780227,1
4288219756,0
3891754805,1
3225441616,1
2943297023,1
267411347,0
2682089198,1
303035386,1
2926814323,1
972699958,0
922379107,0
4060078314,1
4144560376,0
2010586589,1
2119054323,0
819738878,1
1427453233,1
55801843,1
3823359967,1
3288308133,0
4281558373,1
3435936460,1
1783125384,1
3790532321,0
4289241326,1
2737023914,1
3833592627,1
2408514954,0
1153780933,1
2572545877,1
2135844078,1
3775672320,1
10539056,1
53500266,0
4265472015,1
3750390809,1
1106329935,0
3990351223,1
519046140,1
2748232627,1
4044288317,0
1332661964,1
1910356409,1
3371839989,0
822312783,1
1152695108,0
1670599596,1
2717072187,1
1091555408,1
4193889363,0
1711933098,0
4196421797,1
300824265,1
2425707609,0
2290560301,0
1432331948,0
818705664,0
1407005491,1
3691183974,1
3132471882,0
1433904504,0
183664639,1
2862675884,1
4294398755,1
413710344,1
797450895,0
974288,0
855841161,0
4088094491,1
3748447852,1
4260698897,1
1213137024,1
1548762999,1
3473993267,1
4162384896,1
2701080934,0
1601376119,1
2500198195,1
2859226463,0
3473276730,1
1094799345,0
2191530282,1
1435598687,1
1999472429,0
3437768495,1
3168745727,1
2602409887,1
1413853103,1
1708129366,0
435404287,1
3199319630,0
952628468,0
2298130336,1
807018014,1
2111504383,1
1202144416,0
1353937824,0
3995001313,0
83179349,1
3017028471,1
3785732597,0
1647523635,1
2433987071,1
2852181466,1
4060475141,1
3803704760,0
3828534442,1
812292714,0
3616526591,0
2370146245,1
3082268095,1
4200575119,1
3162419071,1
260377764,0
1606839541,0
5586837,0
1321115728,0
4284875674,0
1431690837,1
2576114316,1
232617735,0
3765958741,1
1566375024,1
2934615168,1
1711041267,0
255823864,1
989837480,1
2977776776,0
1348691541,0
525672256,1
2867507181,1
3850436447,1
3995000098,0
34475519,1
4029824254,1
805533151,1
3485719068,1
3242128114,0
2779713962,1
2102476799,1
1443691763,0
1957804157,1
586037818,1
2069557491,0
4042602291,1
3683593023,1
3382445468,0
3405328387,0
1950818017,1
2801536003,0
37899340,1
1631788574,1
686838015,1
2054860960,0
254625765,1
3824287665,1
2137814847,1
1207927551,1
1173308688,0
2515769072,0
2946653962,1
1682213514,1
4082352224,0
665809008,1
2851707337,0
1838156016,1
3149179482,0
2717917412,1
3409233092,0
2000377109,1
864865347,1
117485755,0
3352511505,0
829758749,1
2996813714,1
3189677822,1
2945223880,0
4215603,1
3705608445,1
242606079,1
500907807,1
176336875,1
2633805567,1
1352431551,1
4225629913,1
2292906220,1
2478541450,1
1063934479,0
2924409329,1
2583927465,0
1152666555,0
694353834,1
856944783,1
1984360448,1
1022378864,1
2570518352,0
898984597,1
454230915,1
3927254549,0
3014894097,0
3722301997,0
2899249295,0
3071795191,1
467932180,0
8421162,1
1353367648,1
2853459269,1
3208452505,1
3539005132,0
1416809506,0
623235623,1
1380087679,1
3710722594,0
3222062345,0
1006607633,1
16995420,0
774902787,1
952586245,1
1623878854,0
4160430120,1
709422927,1
2098462515,1
1143877167,1
4174442993,1
4042620025,1
4244626139,1
1574408111,1
477494135,1
3221438451,0
2138069104,1
2868095729,1
1395875616,1
752082140,0
255320021,1
14841715,1
2080331899,0
1007639647,1
1112012783,1
2230548224,0
3747021707,1
61550709,0
1608429294,0
4031787923,0
1498815762,0
960003453,0
1096106598,0
2138438229,1
207175530,0
284277499,1
1274025024,1
301281621,1
2946288122,0
2240086915,1
216927332,1
2695432448,0
2863325513,1
553898483,0
240979959,1
3152983070,0
3924404736,1
1431391573,1
271807997,1
2099293728,0
4008356072,1
4272616959,1
12550007,1
763628676,0
585843947,1
4197868387,0
1661292598,0
935395068,1
2022209415,0
2195779760,0
4275598032,1
3195928524,0
892667445,0
3876280159,1
1636639368,1
2700134038,0
4039362293,0
3430925527,1
3741873962,1
4167170145,0
2192613600,0
157075868,0
4281155565,0
4038456231,0
1711287296,1
639645232,1
4151246080,1
4188554240,1
584956909,1
1229550965,0
2132660175,1
134293546,1
846234240,1
2852790911,1
286365075,1
1998747682,0
288575584,1
3421720691,1
2283309260,1
4007853987,1
1281315908,1
220010006,1
3553677840,1
3231301779,1
2863330424,1
3875488928,0
1772448928,0
3461349311,1
4232882252,1
2939948988,1
4127835401,0
3739147728,0
270470943,0
589509276,1
41884223,1
2694578020,1
3734638933,0
2072279924,0
4093403748,0
1610368112,1
3003364287,1
1975377205,1
1515888725,1
3209639295,1
296083877,0
100312408,1
86373760,1
2281746174,1
975765482,1
2470027321,0
1323237973,1
3753876243,1
1064566225,1
960036221,0
301978172,0
752034595,0
1473314560,1
2886138361,0
3116095738,1
9568394,1
3375614273,1
3132257267,1
1687254971,1
1779060746,1
933429183,1
3392535033,0
67496664,0
1431979188,0
2357333514,1
2880314190,0
180752368,0
579117730,1
3424845794,1
2677840537,0
3342387400,0
2094889181,1
2154821503,1
1057980352,1
3255763469,1
850030672,0
3221272380,1
2685964,1
592585474,1
1848600175,1
1037385687,1
3760185583,0
2427150443,1
17671084,1
466285298,1
3573557855,1
2624781840,1
2442678612,0
3438342387,1
3790513573,0
1067816207,0
3781562352,1
2538991567,1
806091775,1
140599560,1
1358385322,1
3806887695,1
3216721230,0
3538870749,0
704057328,1
3360514,1
3739095296,1
2221149388,1
1056177983,1
1550019667,1
4042063909,1
3659867429,0
2327806088,1
7814219,0
4071797362,1
4110393512,1
3613587234,1
4138008656,1
1329059799,1
3224702201,0
574636224,1
2359973239,1
1259422750,0
3126269269,1
4204392157,1
4292735711,0
112280593,1
773948555,0
2408561731,0
366602986,0
998962944,1
2164607502,1
1722155200,0
2130748704,1
4156772159,1
1313857501,1
1375072721,1
2115034332,1
2824863503,1
3705459500,0
252772383,0
1879245055,1
2366109527,1
4284936946,0
2559189521,1
3082231266,0
1518316893,1
298049843,0
587163064,1
2154872835,1
1853867059,1
3875779515,1
3722564334,0
820264879,1
3480422231,1
2967533491,1
915802794,0
2065004373,1
2013290255,1
31515105,0
3503684093,1
367023488,1
4042928234,1
739049224,1
168305713,1
1113211221,0
15781717,1
3221038917,1
4244607987,1
1433635955,1
3444440957,1
475274321,1
1078097783,1
1652288251,1
1802742527,1
758076893,1
239749826,1
4256529203,1
3704478781,1
2852827898,1
2075905228,1
2700803879,1
333029273,1
487776786,0
3235709008,1
3145168752,0
3224606054,0
2096693237,1
4032329752,1
2771212860,1
1429144959,1
1974472463,1
3008885559,1
1153157307,1
288574313,0
2411200463,1
1448550399,1
3201497,1
721214207,1
1722435077,1
2340408591,1
4138599680,1
127147,1
3758096254,1
1426849848,1
3588031479,1
2770228718,0
476050263,1
1432768626,1
525672193,1
815451238,0
264481382,0
2896165322,0
528261375,1
3032176042,0
2005436363,1
2281745926,1
46336060,0
1582824181,1
167778321,0
2335197112,1
958581879,1
492652021,1
3621250075,0
663684367,1
805554937,0
55636848,1
1526710005,1
4202000496,0
4258637311,1
4213177295,1
1927962581,0
4098948976,1
1438427708,1
3582596480,1
3575196202,0
2086273279,1
1073763711,1
2819577615,1
4089180299,1
1428204072,1
1711477507,1
3293328412,0
7821869,0
36336426,1
3487499253,1
2523323767,1
1733764935,1
4233546905,0
281817958,1
3993775660,1
3430386312,1
3113812155,1
1970622882,1
1600123886,1
4293992737,0
2942297164,1
2821373755,1
3427782468,0
3996846335,0
4024258517,1
4202348616,1
1627354975,1
2712371489,1
924580763,1
2855406080,1
1271582464,1
810968406,0
1381921522,1
3807013550,1
991493968,1
2919533574,1
1346374976,1
1021271,1
4034589531,0
3314940586,0
289718297,1
1965140991,0
1654285978,1
3429296750,1
1718790666,1
2863310120,1
1057958405,0
2096138308,1
1398737439,1
825351432,1
2012444466,1
3284975359,1
3212247202,1
3964499293,1
2415924490,1
330498720,1
859549119,1
4194171005,1
2296005726,0
1715055114,0
1137393864,0
214168399,1
4213107221,1
1938584444,0
1009041319,1
3825574917,1
1189761023,1
1871758736,0
1275092753,1
2956922897,1
786332555,0
3941251722,1
896991266,1
1428295487,1
147344604,1
3755985945,1
3212683263,1
4059167688,1
4293738833,1
1128727311,1
1356353768,1
1448512128,1
2147424895,1
1062889999,0
4082728925,1
3008332559,1
1064239184,0
2528553642,1
561259127,0
1407054779,1
2969272119,1
2136158513,1
1348702307,1
1464025152,0
431982607,1
1347788698,0
1493996949,0
4010341360,1
623226127,1
1056983159,0
195607475,1
282402655,1
3724332782,1
1475697662,1
3566466291,1
3486290748,1
2353303343,1
3587566836,1
218985901,1
50529710,1
2375003135,1
2368710447,1
3779187265,1
857881395,1
288562883,0
1445987173,0
802172899,0
319615987,1
1011887359,1
4227030284,0
33604896,1
1094714372,1
2001551311,1
3554746897,1
2934897375,1
1633707363,1
671937475,1
2512414259,0
3774934543,0
1792000048,0
3358259967,1
822135034,0
301472571,1
1027440421,1
742677981,1
3429289032,1
2917641701,1
4088953855,1
821060879,0
3709621524,0
2937058755,1
956283400,0
3844992319,1
1975268280,1
2942541932,0
817947407,1
34082944,1
1164199140,1
4218682072,0
1596849453,1
540232704,1
486479359,1
1000883436,1
2008368901,1
3742203895,1
1860597316,1
441430192,0
324390485,1
3334882432,1
61582860,0
2512414412,0
1865809713,1
2199978833,1
3216863344,1
3446930547,1
4153540433,1
1263236999,0
2576953496,0
1063923760,0
1724278282,0
1061157535,1
2011165271,1
1064815355,1
3742032448,1
915998122,0
4126444684,1
2147487535,1
3229614101,0
3301228548,0
2863295781,1
2768351215,1
3718995755,1
2635027455,1
3753528063,1
1283211516,1
2960159344,1
3490500848,0
3773750736,0
3282435993,0
263876720,1
1996776021,1
3906941815,1
4030086394,0
3200096921,1
4223974260,0
3808095980,1
1381171056,1
3621223792,0
2477432719,1
1598349194,1
4044435234,0
621139221,1
1603864712,1
4007710941,0
90043861,1
229223074,1
367933247,1
2902423423,1
1398234958,1
3794468623,1
1670578416,1
287060788,0
3540112147,1
3049235360,1
1209878600,0
2293807991,1
212228441,0
268191228,1
67951965,0
2001100268,1
2446954965,1
1676383003,0
213964125,1
267062779,1
4210375884,1
1173398799,1
1998745383,1
911237893,0
3422879949,0
3700088014,1
3354671348,0
218115242,1
1439476296,1
4060040831,1
1020021572,0
2800965372,0
3377478048,0
653263344,1
134176515,1
549515344,1
871301108,1
3337984341,0
1067870963,0
4231244134,0
3857579341,1
458177467,1
1279804163,1
2507657047,1
3644574651,1
1532972558,1
4261000113,1
3270158890,1
214705254,0
1084687621,1
4279360760,1
3994095120,0
3438267548,1
1550843903,1
4279199337,0
257572734,0
427765623,1
1431524608,1
1432720806,1
1073728515,0
3368580044,1
1895726974,1
2278305,1
1594316202,1
2186343248,1
3464178291,1
3315944877,1
3721540412,0
3864341205,1
286360880,1
536183029,1
4227567039,1
1949307217,1
2240454826,1
934502271,1
4279305197,0
2406944581,1
1439645495,1
51364302,1
2373094797,0
869046938,1
50531421,0
2114735616,1
66896096,1
756018892,0
3016440763,1
274464351,1
1566526943,1
3827029975,0
1521767867,0
422204706,1
1577841908,0
533001,1
84379651,1
859299603,1
861574746,1
4213718799,1
100283909,0
3206180976,1
1597239803,1
3758157533,0
3177036680,1
3738239756,0
1119879939,0
2938609704,0
1456428645,0
860937999,1
4291084064,1
17150128,1
799485600,1
3347563648,0
1740335102,1
161035011,0
32628975,1
3231370390,0
67873804,1
1957883626,1
4177323232,1
865318679,1
3288596592,1
126390156,1
448452616,1
3499675903,1
2340692270,0
2573402362,0
3279764695,1
1139491050,0
4134873727,1
2214350716,1
851492914,0
2156413815,0
1346351007,1
3533050197,0
4231009054,1
3776898066,1
135025139,0
2586859260,0
52497454,0
817899339,1
1414299456,1
16571939,1
3996015935,1
180027938,1
2186625365,0
4282129456,1
3123752618,1
1333257215,0
2160099477,1
2776894596,0
1606763520,1
408735695,1
4116317525,0
2772211968,0
3337960688,0
2231542785,0
4176742915,1
2027622393,1
3573607424,1
4288229462,0
4097793039,1
2296958195,1
4294333807,0
4281274865,0
3690950655,1
1595752367,1
3005451195,1
3455729834,1
2889862623,1
2519946995,0
3304943864,1
1717982972,0
1064083347,1
4199316351,1
4043083928,0
3974165440,1
1173419056,1
671150586,1
4123920958,1
1006334923,1
2943487954,0
3745994239,1
2593520883,0
1027145215,1
1429628421,0
1010138879,1
1704058,1
1162211319,1
421691528,0
3468807742,0
2004191455,1
1040256768,1
2785252656,0
2032096767,1
3874256604,0
788525235,1
3841258992,1
2142994426,1
4158062044,1
213933546,0
521810106,1
856767409,1
1442340336,1
803377096,0
337829,1
1883762943,1
51133455,1
1431799767,1
3437229565,1
1443820194,1
339074879,1
2066648030,0
623089043,1
4025406225,0
2200936703,1
596441600,0
3284383682,1
636428522,1
244287119,1
1148567391,1
167380725,0
1209908206,0
3226136664,0
3830968031,1
1593782839,1
1890240712,1
4009730300,1
327168928,1
3828217333,1
1106280641,1
2158131189,1
4284470720,1
1594850876,0
209388404,0
1070571756,0
1708117094,0
715322082,1
1694507521,1
3425737061,0
3216766020,0
3221017941,1
4158848936,1
1515913157,1
69926690,1
303912537,0
815415189,0
4294106591,0
2281564157,1
2576961688,0
3941591018,1
1078221397,0
933066141,1
3371829448,1
4194348835,0
3757306795,1
2567263689,0
4294179951,1
3233834288,0
2442720252,0
1632748017,1
2432143604,1
3941809139,1
1206808422,1
1588526754,1
1561068375,0
2025556036,0
4265216699,1
553512661,1
4005290315,0
769462545,0
880032828,1
2671496251,1
4267769711,1
3425928568,1
3334868301,1
2291733705,1
1031344,1
1342125363,1
4032756748,1
2306259642,0
11063292,0
4155727189,1
1692329054,1
253952033,1
2139807229,1
3152983057,0
4157907712,1
1069937417,0
4003659197,1
1246282372,1
2294450378,1
1312985007,1
1357250474,1
4042674426,1
3268616947,1
2127493838,1
2289587541,0
1017477330,1
3537000476,1
3840159629,1
2684415716,1
871602598,0
3251373052,1
2267186989,0
1002975680,1
3547558869,1
458111950,1
3499054479,1
872051408,1
3724513665,1
2143630277,1
2765487356,1
3144985189,0
3439319091,1
1865449216,1
2862975096,0
2868902283,1
3003121117,1
2296809668,1
3086427583,1
2596312780,0
1431822562,1
909710363,0
4207606336,1
2541398783,1
858698534,1
825332280,1
4288774048,1
1431344787,0
863957746,1
1016110140,1
916009215,1
4278059947,0
254812976,1
293625807,1
1510005657,0
1862224584,1
1999846525,0
2138435421,1
850590258,1
4288240304,1
3708153719,1
774769459,1
1595666624,1
3047716349,1
471636056,1
2365567927,1
3865378703,1
4208974543,1
5597787,1
671907112,1
72286469,1
3284341217,0
1342534655,0
269660592,1
2336546321,0
1442473673,0
956102792,0
2632994876,0
3142511588,1
3694124067,1
2433810176,1
1347599347,1
2192671310,0
180809788,0
855829002,1
2077329442,0
2945408972,1
2970719231,1
1016478765,1
1494011033,0
2553440050,0
1929641898,1
1996522229,0
3469656382,0
14301,1
4027252239,1
4077692582,0
4188600657,0
2791745120,0
3978419763,1
2855513910,0
2860580752,0
1600926464,0
1601690760,1
3733455105,1
434523212,0
2835572016,0
3301707793,1
178790963,1
4076834690,0
1569807726,0
3311390607,1
3318746460,0
1532648415,1
467094407,0
2965106400,0
891354924,1
962829468,1
2071165048,1
3409246456,0
3273536273,0
3272403999,1
1260276497,0
803884842,1
4289103103,1
4210716662,0
4232641877,1
2613263420,1
4051548433,1
84881503,1
3779849796,0
1382155525,1
1264210085,1
3891746295,1
2627287347,1
1272581893,1
347854967,0
5039812,1
3148493474,1
2941269328,1
1599863722,1
572435094,0
2148559445,1
3267060411,1
1668230975,1
3047685621,1
774778500,0
503761920,1
3422555151,1
747086735,1
3388630613,0
2159222860,1
2697940991,0
2008791984,0
1962453128,1
1442033579,1
281850108,1
3432417490,0
65175391,1
2300802595,0
252641362,1
526334461,0
157087478,0
181952509,1
2572792498,1
1568008447,1
1751841659,1
952617160,0
2130407163,1
1879781616,0
4130799369,1
891426064,1
