Function,Class,chunks0,chunks1,chunks2,chunks3,chunks4,ct,cube
3392858923,1,2,3,3,3,2,11,7
4081033749,0,2,3,3,3,2,14,9
3423588559,1,2,3,4,3,2,11,7
1390116863,1,2,3,4,4,2,14,14
2654928383,1,2,3,4,3,2,14,9
184813515,1,2,4,5,3,2,15,9
488586011,1,2,3,4,3,2,10,16
3091517379,1,2,4,4,3,2,12,9
3455055343,1,2,3,4,3,2,11,7
2750096042,1,2,3,4,3,2,12,8
1431510787,1,2,3,5,4,2,12,11
3428450454,0,2,4,3,2,2,15,10
4039688442,0,2,3,3,3,2,11,7
504439341,0,2,4,4,3,2,13,21
1882126378,1,2,4,5,3,2,13,15
1286818883,0,2,4,4,3,2,12,14
3759070464,0,2,3,3,3,2,12,10
704129533,1,2,3,4,3,2,11,7
4207259536,0,2,4,4,3,2,14,10
2701131610,1,2,2,3,2,1,9,7
816883944,1,2,3,4,3,2,13,9
3202418160,1,2,4,4,3,2,16,10
3216356863,0,2,3,3,3,2,10,7
2600705292,0,2,3,3,3,2,14,8
1532691540,1,2,3,4,3,2,10,11
3379104426,0,2,4,4,3,2,14,10
3994987093,0,2,4,4,3,2,12,8
2928496221,0,2,3,3,3,2,14,9
2435924803,1,2,3,4,3,2,13,8
1560207104,1,2,3,4,4,2,13,16
3235214640,0,2,3,3,3,2,14,8
4014957263,1,2,4,5,4,2,14,9
2989736176,1,2,3,5,3,2,12,8
330047423,1,2,3,4,3,2,12,19
4081316610,1,2,3,4,3,2,11,7
816145904,0,2,4,4,3,2,14,9
3499544727,1,2,3,4,3,2,12,7
1799646276,1,2,4,4,3,2,12,15
627048705,1,2,3,4,3,2,12,6
4241425253,0,2,4,4,3,2,14,9
3322583466,0,2,4,4,3,2,14,10
84909206,0,2,4,4,3,2,14,16
490458248,0,2,3,3,3,2,11,20
3486987223,0,2,3,4,3,2,10,7
2213226495,1,2,3,5,4,2,15,9
2363018463,1,2,3,4,4,2,13,7
60428182,0,2,4,4,3,2,14,9
2400126799,1,2,3,3,3,2,11,6
1919124115,0,2,4,4,3,2,14,16
84581523,0,2,4,4,3,2,13,15
2874138623,1,2,3,4,4,2,12,8
4212347155,1,2,3,4,3,2,10,6
4214426369,1,2,3,4,3,2,11,6
3665799695,1,2,4,4,3,2,11,8
251981764,1,2,3,4,3,2,10,7
487781372,0,2,4,4,3,2,14,23
4093771008,1,2,3,3,3,2,12,6
892809251,1,2,3,4,3,2,12,7
2503970191,0,2,4,5,3,2,14,9
1155893421,0,2,3,3,3,2,14,14
2227481096,1,2,3,5,3,2,12,8
2267903789,0,2,4,4,3,2,14,10
979321941,1,2,4,4,3,2,12,6
3761299690,1,2,3,4,3,2,11,7
1448737881,0,2,4,4,3,2,14,17
1323596799,1,2,4,5,4,2,14,16
101512669,1,2,4,5,3,2,14,14
2146990728,1,2,3,4,3,2,13,19
3200159041,0,2,4,4,3,2,14,9
1009057701,0,2,3,3,3,2,14,9
672891569,0,2,4,3,2,2,15,9
1772775592,0,2,3,3,3,2,13,16
4241439879,1,2,3,4,3,2,11,8
3537703406,0,2,4,4,3,2,14,9
1987445290,1,2,3,5,3,2,12,13
1661299722,0,2,4,4,3,2,13,15
1004273619,1,2,3,4,3,2,11,8
4140168762,0,2,4,4,3,2,13,10
15639823,1,2,3,3,3,2,10,7
1866769056,0,2,3,6,4,2,15,16
3015238380,0,2,3,3,3,2,14,10
263190648,1,2,3,4,3,2,11,8
1010499635,1,2,3,4,3,2,10,6
2010489568,0,2,3,4,3,2,14,16
1140043727,1,2,4,4,3,2,11,15
95374510,1,2,3,4,3,2,13,12
1878002176,1,2,3,4,3,2,11,14
3959384380,1,2,3,3,2,2,14,10
2551228464,1,2,3,4,3,2,9,7
3234631856,1,2,3,4,3,2,11,7
1786477417,1,2,3,4,3,2,12,16
4244408678,1,2,4,4,3,2,12,9
2583668163,0,2,4,4,3,2,13,10
1275355101,1,2,3,4,4,2,14,13
3347120120,1,2,3,4,3,2,12,8
909387527,1,2,3,4,3,2,11,8
2425379984,0,2,4,3,2,2,12,8
2998042756,1,2,3,4,3,2,11,7
3220057856,1,2,3,4,3,2,11,9
3727692287,0,2,4,4,3,2,12,8
2295905259,0,2,4,3,2,2,12,7
4288232538,0,2,4,4,3,2,13,10
3204431803,1,2,2,3,3,2,9,6
11484307,0,2,4,4,3,2,14,9
3738292702,0,2,4,3,2,2,15,10
2426638428,0,2,4,4,3,2,13,9
3101535199,1,2,4,5,3,2,13,8
4198874628,1,2,4,4,3,2,12,9
2961125455,1,2,3,3,3,2,10,7
1971123324,1,2,3,4,3,2,12,13
3338009289,0,2,4,4,3,2,13,10
2947478980,1,2,3,3,2,2,12,9
2286701696,1,2,2,3,3,2,12,9
4137940572,0,2,4,4,3,2,13,10
1432353791,1,2,3,3,3,2,9,12
1516038656,1,2,3,4,4,2,13,15
3706772978,1,2,3,4,3,2,11,6
3284357219,0,2,4,4,3,2,12,7
3721531678,0,2,4,2,2,2,12,8
1666237379,0,2,4,4,3,2,12,14
33735682,0,2,3,3,2,2,12,6
1427189037,1,2,3,3,3,2,10,11
1094721537,1,2,3,4,3,2,13,12
2049896640,1,2,4,4,3,2,12,16
718070506,1,2,3,4,3,2,13,9
2685034297,0,2,4,4,3,2,14,9
2718075904,1,2,3,4,4,2,12,8
3563036095,1,2,4,5,4,2,15,9
3739102929,0,2,4,4,3,2,13,10
3723720571,1,2,3,4,3,2,13,9
4090244127,1,2,4,4,3,2,13,9
313785075,1,2,3,5,4,2,13,19
809877696,1,2,3,4,3,2,10,7
1383770280,1,2,3,4,3,2,12,15
4197822304,0,2,4,4,3,2,14,10
1767453443,0,2,4,4,3,2,14,16
183891398,0,2,4,2,2,2,15,10
1605566476,1,2,3,4,3,2,11,13
1157638767,0,2,3,3,3,2,12,13
3133289459,1,2,3,4,3,2,13,8
1608300021,1,2,4,5,4,2,13,17
3019963130,1,2,3,4,3,2,10,8
1225348352,1,2,3,4,3,2,11,11
3221340224,1,2,3,3,3,2,10,5
2297415823,1,2,3,4,3,2,14,8
3355767615,1,2,4,4,3,2,10,7
892679673,0,2,4,3,2,2,12,7
2733307743,1,2,4,4,3,2,12,8
1073803569,1,2,3,4,3,2,10,9
2885527977,0,2,3,3,2,2,12,8
3285971194,0,2,3,3,2,2,12,8
4278167893,1,2,3,3,2,2,13,9
1998806789,1,2,3,4,3,2,12,11
263170755,1,2,3,4,3,2,11,8
2368689447,1,2,3,4,3,2,11,7
4006539468,1,2,3,4,3,2,10,8
1077432575,1,2,3,4,3,2,13,13
4293438464,1,2,3,4,4,2,12,12
13009603,1,2,3,3,3,2,15,8
585224929,0,2,4,4,3,2,14,9
3136642821,1,2,3,4,3,2,12,8
163955977,0,2,4,3,2,2,15,9
4277978180,1,2,3,4,3,2,11,9
4033425577,0,2,4,4,3,2,14,10
1975189242,0,2,3,4,4,2,14,18
3769966367,0,2,4,4,3,2,12,7
4143971669,1,2,3,4,3,2,11,8
8257649,1,2,2,4,3,2,10,11
2439942545,0,2,4,2,2,2,15,10
4032117913,0,2,4,2,2,2,12,8
3388626261,0,2,4,3,2,2,11,7
922375594,0,2,4,4,3,2,12,9
469996435,1,2,3,4,3,2,13,20
1443090383,0,2,4,3,2,2,12,13
2858221813,1,2,3,4,3,2,9,6
2767541461,1,2,3,4,3,2,11,7
1459407974,0,2,4,4,3,2,14,18
2273875609,0,2,4,2,2,2,15,9
494909576,1,2,4,5,4,2,12,21
2936757589,1,2,3,4,3,2,12,8
3196947853,0,2,4,3,2,2,12,7
37749435,1,2,4,4,3,2,11,6
713594295,1,2,4,4,3,2,13,9
3237163215,0,2,2,3,2,1,10,7
2264892671,1,2,2,3,3,2,9,7
3140701132,0,2,4,4,3,2,12,8
2572759897,0,2,4,3,3,2,11,8
2939420624,1,2,4,5,3,2,10,7
3257072844,1,2,3,3,2,2,11,9
669767451,0,2,4,4,3,2,13,10
2952424505,0,2,4,4,3,2,13,10
2400694016,1,2,3,4,3,2,14,8
2701098274,0,2,4,4,3,2,12,8
1442818690,1,2,3,3,2,2,9,12
1594514705,1,2,3,4,3,2,10,10
11072349,1,2,4,4,3,2,11,7
3315953445,1,2,4,5,3,2,12,8
2227970099,1,2,3,3,3,2,11,8
3452913663,1,2,3,4,3,2,11,6
4123407104,0,2,4,3,2,2,12,8
3670603840,1,2,3,5,3,2,13,11
4110223874,1,2,3,3,3,2,12,7
1511085342,0,2,4,4,3,2,14,16
3233811545,0,2,4,3,2,2,12,6
2624328932,0,2,4,4,3,2,14,10
4022873928,1,2,3,5,3,2,12,8
1312945658,0,2,4,4,3,2,14,17
4210070986,1,2,4,5,3,2,14,10
3385256932,0,2,4,4,3,2,14,10
2648186912,1,2,3,4,3,2,11,9
1920122482,0,2,4,3,2,2,12,15
4082240520,0,2,3,3,3,2,12,9
4173592777,1,2,4,4,3,2,12,8
99923188,1,2,4,4,3,2,13,12
1358439120,1,2,3,4,3,2,14,16
1528780828,1,2,3,4,3,2,10,11
4292872725,1,2,4,3,3,2,13,8
4137878864,0,2,4,4,3,2,14,9
1777362428,0,2,4,4,3,2,14,17
790761759,0,2,3,3,3,2,14,8
324508625,1,2,4,5,4,2,15,21
1378396712,1,2,3,4,3,2,12,14
1346637904,1,2,2,3,3,2,10,11
2301594912,1,2,4,5,3,2,13,7
2768242856,1,2,3,4,3,2,11,8
655632129,1,2,4,4,3,2,12,6
2644051976,1,2,3,4,3,2,10,7
51344504,0,2,4,4,3,2,12,8
1879041786,1,2,3,4,3,2,13,19
1738553328,1,2,4,4,3,2,12,14
100955123,1,2,4,4,3,2,12,13
1429665269,1,2,4,4,3,2,11,13
1789313190,0,2,4,4,3,2,14,18
2472945704,1,2,3,5,3,2,15,11
1597237155,1,2,4,5,4,2,14,15
4289133218,0,2,3,4,3,2,10,9
1437553151,1,2,3,3,3,2,9,12
1766575342,0,2,4,4,3,2,14,17
530914733,1,2,4,5,3,2,10,18
4006509949,1,2,3,4,3,2,11,8
2921172104,1,2,3,5,3,2,13,9
1774414528,0,2,4,2,2,2,15,18
302026803,1,2,3,5,3,2,12,15
1152689573,0,2,4,4,3,2,12,14
3951788939,1,2,3,4,3,2,13,11
150994674,1,2,3,4,3,2,12,9
2990211835,1,2,3,5,3,2,12,7
4262784853,1,2,4,4,3,2,11,8
1325358879,1,2,3,4,3,2,11,12
1069570316,0,2,4,4,3,2,14,10
868452472,0,2,4,2,2,2,15,10
3285909594,0,2,3,3,3,2,14,8
787840895,0,2,4,4,3,2,11,8
1352425363,0,2,4,2,2,2,12,14
4264490453,1,2,3,4,3,2,12,9
3284665148,1,2,3,4,3,2,11,7
2529383935,0,2,4,3,2,2,15,10
1059037167,1,2,2,4,3,2,12,8
1600976138,0,2,4,4,3,2,14,18
2241148405,1,2,3,4,3,2,10,6
2939577142,0,2,4,4,3,2,14,9
1562419882,1,2,4,4,3,2,13,15
985386632,1,2,3,4,3,2,13,10
4231248552,1,2,3,4,3,2,13,11
1282323387,1,2,3,4,3,2,11,14
1997492288,1,2,3,5,4,2,12,12
4005490365,1,2,3,3,3,2,11,9
224903031,0,2,3,5,4,2,13,7
1342560713,1,2,4,4,3,2,12,12
2147413710,1,2,3,4,4,2,12,19
3974896867,0,2,4,4,3,2,14,9
3621244935,0,2,3,3,3,2,14,9
2367855667,0,2,4,4,3,2,12,7
3825920773,0,2,4,4,3,2,14,9
1002059834,1,2,3,4,4,2,11,9
1464131581,1,2,3,4,3,2,10,12
960265592,0,2,4,4,3,2,12,8
1711316118,1,2,3,4,3,2,15,18
3142337721,1,2,4,4,3,2,14,10
1249557066,1,2,4,4,3,2,12,14
1429842442,0,2,4,4,3,2,12,14
3473067793,1,2,3,4,3,2,9,5
1059770181,0,2,3,3,3,2,14,9
3723380202,1,2,3,4,3,2,12,9
1375559663,1,2,4,4,4,2,14,15
3484958536,0,2,4,4,3,2,14,11
1599433898,0,2,4,4,3,2,12,15
262536278,0,2,4,2,2,2,15,10
2669379515,1,2,3,4,3,2,14,9
1380975395,1,2,3,4,3,2,11,9
3467870850,0,2,3,3,3,2,14,10
2949579707,1,2,3,5,4,2,12,7
3145666815,1,2,3,4,4,2,11,7
3385393173,1,2,3,4,3,2,11,6
1727459874,0,2,3,3,3,2,15,17
4092825883,1,2,4,4,3,2,10,7
1187924482,1,2,4,5,3,2,11,13
2866327214,1,2,3,4,3,2,10,7
2930385576,1,2,3,3,3,2,11,9
1839343982,1,2,4,5,3,2,16,19
3078338415,1,2,3,3,3,2,14,10
4208748032,1,2,3,5,3,2,12,10
2628764656,0,2,4,2,2,2,15,10
1083064972,1,2,3,4,3,2,12,13
2053057237,1,2,4,5,3,2,12,16
2343173983,1,2,3,4,3,2,12,8
4091674551,1,2,3,3,3,2,13,10
4082515866,0,2,4,4,3,2,13,10
4294835324,1,2,3,3,2,2,10,8
3283145298,1,2,3,4,4,2,15,9
14500081,1,2,3,4,3,2,12,6
2607065311,1,2,3,4,3,2,17,12
895820836,1,2,3,4,3,2,11,8
1431969297,0,2,4,4,3,2,14,16
4017545077,0,2,3,3,3,2,13,10
3948233025,0,2,3,3,2,2,11,8
3639631357,1,2,3,4,3,2,12,8
228973829,1,2,3,4,3,2,12,8
10878041,0,2,4,4,3,2,14,9
3410750273,1,2,3,4,3,2,10,8
4124144401,0,2,3,5,4,2,14,8
3495755125,1,2,3,4,3,2,13,8
3037052837,1,2,3,4,3,2,10,7
1159892258,1,2,3,4,3,2,10,11
2823155181,0,2,3,3,3,2,14,9
2474795890,0,2,4,4,3,2,14,10
735016911,1,2,3,5,3,2,12,7
3085971696,1,2,3,4,3,2,10,8
2284715866,0,2,4,4,3,2,14,9
3254449663,1,2,3,4,3,2,10,7
1682881467,1,2,3,4,3,2,10,12
12455600,0,2,3,3,3,2,12,9
323427660,0,2,3,3,3,2,14,20
2162606314,1,2,3,4,3,2,12,7
1397952989,0,2,3,4,3,2,8,8
4135553245,1,2,4,5,3,2,13,10
101109303,0,2,3,3,3,2,14,12
2136857343,1,2,3,4,3,2,12,16
572661745,0,2,3,3,2,2,11,6
855679742,1,2,3,4,3,2,10,7
503125439,1,2,3,5,4,2,12,20
10839747,0,2,4,4,3,2,13,9
2668994304,0,2,3,3,3,2,11,7
2936573056,1,2,3,4,4,2,13,10
1102048768,0,2,4,4,3,2,12,14
3537882319,1,2,3,4,3,2,10,7
78689460,0,2,3,3,2,2,12,13
53476572,1,2,3,3,3,2,12,8
259992693,1,2,4,5,4,2,13,7
939529728,1,2,2,3,3,2,12,8
1928900013,1,2,4,4,3,2,11,15
2936535028,1,2,3,5,3,2,12,7
1886895024,0,2,3,3,3,2,14,16
4041063935,1,2,4,4,3,2,12,8
3234856917,1,2,3,3,3,2,10,6
2247677397,1,2,3,4,3,2,14,10
4200253801,0,2,4,2,2,2,15,10
212840333,1,2,3,4,3,2,13,8
1657040576,1,2,4,4,3,2,11,13
807521501,0,2,4,3,2,2,11,6
1425925375,0,2,3,4,4,2,12,16
4011790367,0,2,4,3,2,2,12,7
4025415671,1,2,3,3,3,2,9,7
98908991,1,2,3,5,4,2,12,13
4230012158,1,2,3,4,3,2,12,8
976252484,0,2,3,4,3,2,12,9
2967519212,1,2,3,4,3,2,9,7
2166423586,1,2,3,4,3,2,12,7
4026537462,1,2,4,5,3,2,13,7
3012034679,1,2,3,4,3,2,11,7
4241467749,0,2,4,4,3,2,13,10
1493175381,0,2,4,3,2,2,12,12
2769234689,1,2,3,4,3,2,12,7
3334980482,1,2,4,4,3,2,13,9
1019462193,1,2,3,4,3,2,17,12
892467131,1,2,3,5,3,2,11,7
4293621719,1,2,3,3,3,2,13,10
4280223226,1,2,3,3,3,2,11,7
963443375,0,2,4,4,3,2,13,10
893386688,1,2,3,3,3,2,10,7
248434318,1,2,3,4,3,2,9,7
4080490263,1,2,3,5,3,2,11,7
268561153,1,2,4,4,3,2,13,16
1941995392,1,2,4,4,3,2,10,13
4166023007,1,2,4,3,3,2,11,7
3422883920,1,2,3,4,3,2,11,6
3587165131,1,2,4,4,3,2,12,8
1003290743,1,2,3,5,3,2,12,7
1936585727,1,2,3,4,3,2,13,15
1966591807,0,2,3,4,3,2,13,15
1037907229,1,2,3,4,3,2,12,7
1061113935,1,2,3,4,3,2,9,6
1470164063,1,2,3,4,3,2,15,17
584192494,0,2,4,4,3,2,14,9
319009184,1,2,3,4,3,2,11,14
2728432016,0,2,3,3,3,2,11,8
993774532,0,2,4,4,3,2,12,8
4093415587,1,2,4,5,3,2,14,9
1073699903,1,2,3,4,3,2,11,7
1042940159,1,2,3,3,3,2,10,7
4034262263,1,2,3,4,4,2,12,7
3479541055,0,2,4,4,3,2,13,10
2482439167,1,2,3,4,3,2,12,7
3994095902,0,2,4,2,2,2,15,9
2868549013,1,2,3,3,3,2,10,7
1224712738,1,2,4,4,3,2,13,15
4020437162,1,2,3,5,3,2,10,8
894816529,1,2,3,4,2,2,13,7
212206588,0,2,4,4,3,2,14,9
3087694918,1,2,4,5,3,2,15,9
3196916002,0,2,4,4,3,2,14,9
2071687179,0,2,3,3,3,2,14,16
721954568,1,2,3,4,3,2,12,7
3225365201,1,2,3,4,3,2,15,10
815442345,0,2,4,4,3,2,14,9
4126854223,1,2,3,5,3,2,12,8
4278860558,1,2,3,3,2,2,11,7
4120492817,1,2,3,4,3,2,11,8
3286749071,1,2,3,3,3,2,13,9
4273045009,1,2,3,4,3,2,12,9
965937571,0,2,4,4,3,2,14,9
1847739402,1,2,3,5,3,2,10,11
2308699123,1,2,3,5,3,2,11,6
2007463783,1,2,3,3,2,2,12,13
11493216,1,2,4,5,3,2,12,8
762782344,0,2,4,4,3,2,14,10
3405317881,0,2,4,4,3,2,14,10
1204302779,1,2,4,5,3,2,10,13
3746357207,1,2,3,4,3,2,14,9
1068832255,0,2,3,4,3,2,13,8
585293038,1,2,3,4,3,2,11,8
976411391,1,2,4,5,4,2,13,8
4294902202,1,2,2,3,3,2,8,5
85258465,1,2,3,3,2,2,15,16
3253897352,1,2,4,5,3,2,11,8
3368582384,1,2,4,4,3,2,11,9
1156845855,0,2,3,3,3,2,14,14
53506055,0,2,3,3,2,2,14,8
2143228032,1,2,3,3,3,2,12,14
2867873520,1,2,4,3,3,2,9,6
3479545103,0,2,4,4,3,2,14,10
2685072179,1,2,3,4,3,2,9,6
1460008909,1,2,3,4,4,2,12,12
4023027848,1,2,3,4,3,2,10,9
809044275,1,2,3,3,3,2,15,8
3857303050,1,2,4,4,3,2,14,11
1526050308,1,2,3,4,3,2,12,15
1427459263,1,2,3,4,3,2,12,12
56177513,0,2,4,4,3,2,14,9
3284938018,0,2,4,2,2,2,15,10
3154054413,1,2,3,3,3,2,8,5
331119807,1,2,4,5,3,2,15,26
1086582784,1,2,3,4,3,2,10,11
4190554374,1,2,3,4,3,2,14,11
1521086716,0,2,4,4,3,2,14,17
573409400,0,2,4,4,3,2,13,9
4147637549,1,2,3,4,3,2,11,8
3301216609,1,2,3,3,3,2,15,10
827325183,1,2,4,5,3,2,13,8
2919696898,1,2,3,4,3,2,11,6
3079088907,1,2,3,4,3,2,12,9
196148219,1,2,3,3,2,2,12,7
4294254455,1,2,3,4,3,2,11,7
2275869199,1,2,3,4,3,2,13,7
4282347528,1,2,3,4,3,2,12,9
2047357448,1,2,3,4,3,2,12,13
3840820906,1,2,4,4,3,2,11,8
11622263,1,2,3,5,3,2,11,5
3108416238,1,2,4,4,3,2,13,9
3705274067,1,2,3,5,3,2,13,9
489135615,0,2,3,5,4,2,13,19
3215405859,1,2,3,3,3,2,10,8
3747474013,1,2,3,4,3,2,12,9
1320373395,1,2,3,4,3,2,13,16
2002114007,1,2,2,3,3,2,9,10
1492167416,1,2,3,5,3,2,13,15
2057335524,1,2,4,5,3,2,11,14
3182067471,1,2,4,4,3,2,14,10
1559189711,1,2,3,4,4,2,11,16
1528789551,0,2,3,3,3,2,12,14
1619795855,1,2,4,5,3,2,15,15
3214727384,1,2,3,4,3,2,12,9
87476681,0,2,4,2,2,2,15,16
1072512325,1,2,3,5,3,2,14,10
3302094065,0,2,3,3,3,2,11,6
252534653,1,2,3,3,2,2,9,5
3208583936,1,2,3,4,3,2,12,7
2864617917,0,2,3,3,3,2,12,8
